,nama,komentar,rating,kelas
74,Shanty,"Pertama beli iphone disini, trus skg macbook air M1. Happy dan puas bgt. Barang asli ibox, packaging rapi, bubble wrap extra, pengiriman ke Bali cepet dan aman. Admin ger... ",5,Sangat-baik
75,E,"toko reckomen,, CS ramah 🙏 laptopnya seperti yg di harapkan.. terima kasih semoga awet..",5,Sangat-baik
76,Mohammad,"Respon oke barang baru, cuman kalo mw di install free office nya sensasi unboxing nya hilang 🤣 overall bagus rec seller",5,Sangat-baik
77,S***f,"Seller respon cepat bosku, barang ori langsung cek out bosku",5,Sangat-baik
78,E***n,"service nya sangat cepat dan memuaskan, dikasi bonus mouse lagi… thanks ya",5,Sangat-baik
79,E***i,Mantab,5,Sangat-baik
80,Eji,puas,5,Sangat-baik
81,Eji,Recommended,5,Sangat-baik
82,E***i,mantap...,5,Sangat-baik
83,E***i,sesuai Pesanan Barang Gres garansi I Box,5,Sangat-baik
84,Eji,barang Gress... sesuai pesanan,5,Sangat-baik
85,Hedri,Unit original apple. Cocok dipadukan dg ipad.,5,Sangat-baik
86,Sam,"PELAYANAN SANGAT BAIK DAN RESPON SANGAT CEPAT, PENGIRIMAN CEPAT DAN PENGIRIMAN PAKAI SI CEPAT JADI SANGAT CEPAT SEMUA HEHEHE. POKOK NYA TERBAIK, TERIMA KASIH",5,Sangat-baik
87,Mhd,"mouse nya rusak gratis tapi rusak, buat apa?",5,Sangat-baik
88,Widi,"Original, respon cepat beli dikasih bonus",5,Sangat-baik
89,Andrew,"Bagus, original, good service, pengiriman gosend cepet",5,Sangat-baik
90,I***n,Barang original,5,Sangat-baik
91,S***a,Pelayanan memuaskan selama proses pembelian. Trusted.,5,Sangat-baik
92,hilmi,Topp seller semoga aman dan awet👍🏻👍🏻,5,Sangat-baik
93,Ina,udah beli 3macbook dari sini all good. respon admin jg cepat. thanks ya,5,Sangat-baik
94,Ina,udah beli 3macbook dari sini all good. respon admin jg cepat. thanks ya,5,Sangat-baik
95,Andhika,toko langganan dari sebelum punya toko di tokped cheers bang,5,Sangat-baik
96,L***s,jos gandos!,5,Sangat-baik
97,R***a,Trusted! Sellernya informatif ngejawab semua pertanyaan daan fast response banget. Thank you seller,5,Sangat-baik
98,Mohamad,"Barang datang dengan packing rapi, full bubble wrap, dapet bonus pelindung keyboard, mouse, dan office sesuai deskripsi. Barang sejauh ini aman banget, garansi aman sudah... ",5,Sangat-baik
99,A***n,"Toko terbaik sih ini memang. Respon seller cepat, harga lebih murah dari toko-toko lain, packing sangat baik (bubble wrap berlapis-lapis dan double box), pengiriman langs... ",5,Sangat-baik
100,Abie,"Top pelayananya ,Terpercaya ,barang tiba dgn selamat , semoga awet barangnya",5,Sangat-baik
101,abibold,"Sesuai request, mantab, semoga barang aman selalu biar gak ganggu admin dgn garansinya. Minta video unboxing dikasih, di install in juga ms officenya",5,Sangat-baik
102,Theresia,Cepet banget penjual juga ramah aman bangett beli disini thankyouu,5,Sangat-baik
103,Herwanto,Mantap banget,5,Sangat-baik
104,I***n,"Seller responsif, helpful, dan pengiriman cepat",5,Sangat-baik
105,Ali,"Aman cepat terjamin asik cashback nya pun mantap, chat responsive dan kualitas terjamin. Recommended 👌🏽",5,Sangat-baik
106,Isti,"udah riset kesana kemari, dan gue memutuskan beli di sini. good store",5,Sangat-baik
107,Disky,"Sellernya mantap responsif sekali, pesan pagi, 2 jam kemudian sampai, barang segel dikasih bonus pula, mantap.. makasih gan! ga ragu beli disini!",5,Sangat-baik
108,M***e,lancar jaya setelah dipakai 3 minggu,5,Sangat-baik
109,Prita,"Macbook air berjalan lancar dan mulus pas sampai di rumah. Cuma agak kesulitan untuk install free office-nya. But, it’s okay! Selama laptop bisa digunakan dengan baik, se... ",5,Sangat-baik
110,D***y,"Admin fast respon kalau mau membeli, setelah membeli agak slow respon. Meminta admin untuk instal office, tetapi ada kendala untuk pswd macbook nya krn berbeda dgn yg dik... ",4,Baik
111,Gifari,"Mantapp langsung beli pakai kurir instan, semuanya mulus dan ori ofc. Admin tokpednya jawabnya gece. Tapi kurangnya cuma di warrantynya aja ko udh jalan dari september ya... ",4,Baik
112,Louis,"sempet dag dig dug soalnya 3 hari ga gerak barangnya waktu datang ternyata ga di packing kayu jd makin was2 setelah dibuka ada penyok di sudut box, haduhh..moga barang gp... ",4,Baik
113,David,"Packaging baik, respon seller saat berjualan jg baik. Sedikit kecewa dengan pengiriman, dimana diproses baru jam 5 sore, sudah diinfo dari awal kalau kantor tutup jam 5.... ",4,Baik
114,Q***a,Jujur aftersales lama tanggapannya butuh hampir seminggu utk resolve permasalahan mengenai bagaimana nanti saya cara klaim garansi lgsg ke ibox karena tidak dikirimkan in... ,4,Baik
115,f***z,"box nya penyok, tapi overall bagus",4,Baik
116,hidayanto,ga dikasih MS office,4,Baik
117,DZIKA,"produknya bagus cuma goldnya gaada, sayang sekali kawan.",4,Baik
118,Faishal,"Bubblewrapnya kurang tebal jadi agak peyok di ujung bungkusnya, kirain ada kardus coklatnya ternyata tidak tapi laptopnya aman berfungsi dengan baik.",4,Baik
119,R***t,"Barang ori dan BNIB belum dibuka. Packing bubble. Sayang g ada packing kayu. Harga juga termasuk murah. Bagi yg mo beli cash ingat pake debit, jgn kartu kredit biar g ken... ",4,Baik
120,Desi,"1. Produk sn terdaftar SN nya pada wab apple, tpi belum didaftarin memang, 2.Pembicaran pengiriman dengan kenyataan berbeda, minggu di tanya bisa instant katanya bisa s... ",4,Baik
121,S***t,Agak sulit berkomunikasi dengan seller. Tapi overall OK. Thanks,4,Baik
122,R***i,bagus...,4,Baik
123,Thaariq,"Barang aman (karena emng pesen extra bubble wrap + packing kayu) Milih jasa Next Day (ETA 23/24 Mei, tapi 24 Mei baru dikirim) tiap ditanya resi alasan kalo di packing k... ",4,Baik
124,Satria,barangnya oke banget dan adminnya fast respon tp agak kecewa beli senin dan bilang bisa dikirim hari itu juga tapi baru dikirim hari rabu padahal hari senin dan selasanya... ,4,Baik
125,R***i,"Mohon packing diperbaiki lagi, mungkin bisa ditambah sikut biar ga penyok pojoknya. Untuk produknya baguss",4,Baik
126,Shafly,"barangnya ori, packing ok. minusnya hanya bagian cs dengan gudang kurang dalam komunikasi. pesan grabsend instant dan selesai bayar di jam 13.00 namun request pickupnya 1... ",4,Baik
127,J***n,"produk oke, respon seller oke, packing yg sangat jelek dan tidak aman , hrg brg 16 jt cm di bungkus pakai 1 plastik kresek ama lakban aja, pada hal klo pakai bubble wape... ",4,Baik
128,V***t,"Barang bagus, tapi pengirimannya lambat butuh waktu hingga 3 hari padahal menggunakan instant delivery.",4,Baik
129,Muhammad,"produk bagus,dikasih video unboxingnya karena sekalian instalin officenya,,sayang tidak dipasangin sekalian pelindung layarnya,padahal sdh dikasih catatan,krn klo pasang... ",4,Baik
130,Said,Barangnya bagus! Apalagi saya ambil langsung ke Toko karena buru2 jadi bener2 buka disana bareng mas2nya. Serial numbernya dicek di web Apple juga real. Jadi keaslian ter... ,4,Baik
131,Tesalonika,"barangnya bagus, tp sempet ketuker oleh JNE jd terimanya lama bgt. Seller lupa install office, tp overall sangat baik lah",4,Baik
132,Ronald,"Produk original, Baik. Hanya saja pengiriman cukup lama, menggunakan same day tapi dari proses hingga pengiriman hampir memakan waktu 24 jam (which is very long).",4,Baik
133,Siska,Overall cukup terpuaskan dengan pelayanan Toko New RizkyApple. Termasuk Seller Toped untuk Produk Apple dengan harga termurah sptnya. Catatan gw selama transaksi dan nun... ,4,Baik
134,Sulistyo,"Pelayanan bagus, respon cepat, barang sampe dengan kondisi 100% no tipu2, dapet screen guard mayan, rekomended seller lah pokoknya",4,Baik
135,Aidil,"produce nya original. admin nya juga responsif. ak kasih bintang 4 karna awalnya mesen pake kayu, tapi dateng2 ga ada packing kayu",4,Baik
136,Finna,Macbook Air M1 100% legit!! Inter ny barang US mantap!! Kecepatan pengiriman cukup oke. Harga packing kayunya paling murah se-tokped. Dus agak penyok sedikit setelah sa... ,4,Baik
137,G***g,mantap barang ori,4,Baik
138,M***M,"Barang kondisi baik, cm dus penyok ketika tiba. Saya padahal minta di kasih dus coklat bawaan apple store, tp gak dikasih",4,Baik
139,G***a,"kualitas oke, pengiriman cepat, cuma belum beli seminggu harga da turun 600rb an :( overall memuaskan",4,Baik
140,R***l,"Seller responsif, produk ori, udah di instalin ms. office. packaging juga aman. Ku kasih bintang 4 karena aga meleset aja dari waktu PO. Tapi secara umum, recommended sel... ",4,Baik
141,F***a,"kualitas oke, pengiriman cepat, cuma belum beli seminggu harga da turun 600rb an :( overall memuaskan",4,Baik
142,R***l,"Seller responsif, produk ori, udah di instalin ms. office. packaging juga aman. Ku kasih bintang 4 karena aga meleset aja dari waktu PO. Tapi secara umum, recommended sel... ",4,Baik
143,F***a,,4,Baik
144,susan,"Box rusak sampe ga bisa di buka tutup, agak kecewa karna kalo mo jual lagi pasti bakal susah kalo Non Box.. Tapi untuk barang aman",3,Biasa
145,E***s,"pengirimannya lamaaa banget, melebihi estimasi. Seller kadang tidak membalas pesan huft🥲",3,Biasa
146,D***y,"Penjualan pengiriman baik, kardus unit ada bekas benturan, salah satu kaki unit tidak menapak jadi unit bisa bergetar, CS tidak responsive",3,Biasa
147,Yoga,"fungsi normal smua. cma box sayang bgt bnyk peot pdhal produk mahal, bubble nya kurang banyak. smoga diperhatikan lagi untuk packingnya",3,Biasa
148,Arifa,"nyampe dengan selamat dan gaada cacat, tapi ga rekomendasi untuk pengiriman instan karna akan dikirim next day",3,Biasa
149,E***y,"Barang asli garansi IBOX, tp pengiriman hrs tunggu 1-2 hari baru di kirim, order dengan packing kayu, tp gak di packing kayu, mungkin biar untung ny lebih gede",3,Biasa
150,M***d,"barangnya murah dan bagus. tapi sempet ada problem pas awal, tapi udah selesai. cuma yang disayangkan saat ada problem sellernya ga respon lagi. cuma di read aja chatnya.... ",3,Biasa
151,Ariz,"Barang normal. Ga dapet screen protectornya, iklannya missleading, ganti foto utamanya. biar ga salah paham.",3,Biasa
152,M***M,Barang bagus cuma ada miss informasi dengan penjualnya,3,Biasa
153,S***i,"Pro: Barang ok dan sesuai spek serta pengemasan bagus. Cons: Komunikasi di internal yang harus kurang sehingga pengiriman tertunda dan ada kenaikan harga oleh merchant, p... ",3,Biasa
154,V***y,*dijanjikan screenguard waktu beli. Tapi waktu datang tidak include. Ditanya2 tanggung jawab setelahnya. Mulai cuek2 reply lama. Alasan stok habis. Padahal sebelum pay... ,3,Biasa
155,A***h,produk bagus original,3,Biasa
156,A***a,"Barang bagus, but u need to improve the service because its not a cheap stuff. Aku beli laptop ini gak murah, dateng2 boxnya bujat semua dan skrg laptopnya bermasalah.",2,Buruk
157,Gracella,"Kecewa banget sama pelayanan adminnya. Awalnya bilang stock adanya yang japan, tiba tiba bilang stock ada. Lalu saya minta kirim hari ini, kata seller bisa dan bilang ‘ga... ",2,Buruk
158,i***r,"Dear owner Toko New Rizkyapple, Saya percaya kalian sdh sangat berpengalaman dalam menghadirkan produk apple, Dilihat dr harga kalian yg mmg sangat bersaing,, Dan kesigap... ",2,Buruk
159,Roby,"Kalo beli barang mahal mending di toko offline dah, nyesel bgt saya beli di sini, bukan krn sellernya(sellernya responsif & fastres btw), tp karena lg apes dapet prod... ",1,Sangat-buruk
160,K***D,"Belum 10 menit order mau ganti shipping aja ngga boleh. Katanya estimasinya sama dg ekspedisi biasa. Ini pake JNE TRUCKING, 8 hari baru sampai padahal normal 3-4 hari aja... ",1,Sangat-buruk
161,B***m,"Sudah beli bubble wrap tambahan, tetapi tidak ditambahkan oleh admin saat pengiriman. Alasan menambah volume pengiriman Akibatnya unit pesok, yang infonya kesalaham kuri... ",1,Sangat-buruk
162,F***y,"minta sameday tp pengiriman lama, shg sy ambil dg kurir sendiri sangat mengecewakan.",1,Sangat-buruk
163,Ayiq,"Barang ternyata cacat, bekas tergencet. Saya tidak tau dimana salahnya, yg pasti barang kami terima cacat",1,Sangat-buruk
164,M***d,"sebenarnya masih mau tabayun(ngomong) secara baik-baik ,tentang problem yg saya hadapi ,tapi ketika penjual tidak merespon sama sekali keluhan saya .jadi maaf saya harus... ",1,Sangat-buruk
165,Benwilsonh,"Untuk barang oke2 aja, pelayanannya HAHAHA ****",1,Sangat-buruk
166,M***r,"Barang awalnya bagus. Belum 1 bulan ada problem, tidak ada bantuan untuk claim ke apple.",1,Sangat-buruk
167,K***n,"Kualitas produk udah dijamin bagus, performa kencang, desain mewah terupdate, spesifikasinya lumayan, garansi iBox pooll. Tapi sayang, kali ini giliran Saya yg nambah ko... ",4,Baik
168,dandyfebriansyah,barang bagus cuman dus agak penyok gara gara packing.. overall bagus ya,4,Baik
169,V***a,"Barang sesuai, Macbook berfungsi dengan baik, paket hanya dipacking dengan bubble wrap sehingga ujung-ujung box tidak rapih, sampai tepat waktu",4,Baik
170,F***l,Barang original tapi ternyata punyanya Malaysia. Jadi chargernya kaki 3 sementara gapunya adaptor pas unbox udah malem akhirnya gabisa langsung dipake 😭 Sisanya oke sih... ,4,Baik
171,Rudi,"semua sesuai hanya box nya penyok, mungkin jatuh pada saat perjalanan.. thanks.",4,Baik
172,Nora,respon admin cepat pengiriman lumayan packing tidak sesuai krn tidak pakai packing kayu padahal sudah dibayar jadinya kotaknya penyok2 untung isi dalamnya masih aman,4,Baik
173,I***n,Protector hukan peruntukannya jd nggak ke pake,4,Baik
174,Ademas,"Bayar instant dari malem sblmnya, katanya biar masuk pengiriman besok pagi, udh di chat2 tetep aja ternyata kirimnya siang, udh 3 jam pengiriman, gak gerak2 masih di slip... ",4,Baik
175,T***t,Barang nya oke n cuma sayang pelayanan nya harus ditingatin lagi,4,Baik
176,Hanif,"Alhamdulillah, akhirnya barangnya nyampe juga 😌👍 Barang sampai dengan selamat dan cepat, dapat bonus mouse juga. Terimakasih Studio Ponsel, pelayanannya memuaskan 🙏 ta... ",4,Baik
177,Herdi,"Laptop sesuai dgn deskripsi, sayang packaging cuman bubble wrap..penyok penyok dusnya",4,Baik
178,Herdi,"Laptop sesuai dgn deskripsi, sayang packaging cuman bubble wrap..penyok penyok dusnya",4,Baik
179,S***a,"pembelian ke dua disini, yang kedua ini kecewa dapetnya keyboard Japan. selebihnya ok, rekomended seller, barang cepet sampe dapat bonus screen protector dan keyboard pr... ",3,Biasa
180,Ari,Pengiriman instan tapi dikirimnya besok.. ga diberitahu kalo include screen protector sama keyboard protector.. respon cs cepet banget,3,Biasa
181,M***a,"Beli disini karena lihat ulasan dapat bonus, eh saya dikasi bonus juga, tapi tidak dapat dipakai",3,Biasa
182,rosari,"customer ramah, cuma sayang casan magsafe saya baru hitungan berapa hari udah rusak, mau diklaim juga prosesnya ribet. ga rekomen sih guys. makasih",2,Buruk
183,B***i,sudh 3 kali beli di sini secara kualitas barang tidak diragukan lagi dan terbaik..namun ada catatan saya beli 3 kali di toko ini dan semua kardus datang dalam keadaan pen... ,2,Buruk
184,S***i,"Kapok beli dari sini, barang di curi oleh driver gosend dan seller tdk teliti dan lepas tangan",1,Sangat-buruk
185,Seintia,Parah sih ini packingnya dengan harga segitu kalau pun info buat biaya packing lebih ke pembeli juga pasti dikasih.. Harusnya ada standart khusus untuk packing barang den... ,1,Sangat-buruk
186,R,,1,Sangat-buruk
