,nama,komentar,rating,kelas
52,Lisa,Pengiriman langsung sampai dan cepat hanya belum dibuka,4,Baik
53,Mochammad,"Produk oke . Di terima gaada cacat sama sekali.Pokoknya mantap.Ga ragu deh . Semoga si awet tahan lama. Cuma 1 kurangnya Dr toko ini , slow respon sangat. Nanya kapan.... ",4,Baik
54,muhamad,barang bagus aman....cm proses verivikasi agak lama..,4,Baik
55,Triaji,"barang sesuai, bagus, masih segel, sayang pengirimannya lama sampai 4 hari baru sampai, padahal masih 1 provinsi dan sudah pilih ekspedisi yang 1 hari sampai",4,Baik
56,Abdi,"pengiriman cepat, HP ori, tapi sayang cepat panas",4,Baik
57,Rizki,"semuanya okelah, fast respon, chat ok, barang bagus dll, ...cuman kurirnya aja yg agak lama ...",4,Baik
58,Triaji,Memang cuma Infinix yg bener2 Pawang nya Gelio G Prosesor. Maen game di hape ini sering ngelag dropd FPS nya. Layarnya agak kecil krn memang sy biasa pake layar minimal 6... ,4,Baik
59,R***e,"Barang ori,respon cepat, minus di pengiriman saja delay",4,Baik
60,I***a,"Barang mantap, seller responsif, masalah di kurir aja karena gak tepat waktu",4,Baik
61,A***f,Barang bagus .. ORI ... packing aman.. kurir baik dan cepat 1 hari sampai Lagi di setel,4,Baik
62,Rachmat,"Barang ori,respon cepat, minus di pengiriman saja delay",4,Baik
63,I***a,"Barang mantap, seller responsif, masalah di kurir aja karena gak tepat waktu",4,Baik
64,A***f,Barang bagus .. ORI ... packing aman.. kurir baik dan cepat 1 hari sampai Lagi di setel,4,Baik
65,Rachmat,,4,Baik
66,Harry,kadang kamera tiba-tiba error,3,Biasa
67,Soni,"Barang bagus dan berfungsi baik, ttp respon admin utk mengirim barangnya lambat.",3,Biasa
68,D,pengirimanya lama,3,Biasa
69,S***n,"pengirimannya tiba di hari terakhir estimasi, sempat khawatir, namun akhirnya datang juga",3,Biasa
70,AWu,"Tidak bisa pakai TF card , kalo masuk TF card gak bisa operasi , Hang display. sdh coba ganti 3 TF card yg berbeda.",3,Biasa
71,F***a,Pengiriman lama. Hampir 1 minggu baru sampai,3,Biasa
72,Nandang,Pengiriman barang memakai jasa pengiriman yg lambat. Jakarta - Bandung 4 hr,3,Biasa
73,H***i,Packing kurang aman,3,Biasa
74,Daniarti,"produknya ori, tp speaker nya bermasalah nih. bs retur ga ya",3,Biasa
75,Geary,hp bagus.. yg kurang cuma pelayanan dr admin nya. seperti chat sma robot. admin jg slow respon banget. smoga bisa ditingkatkan,3,Biasa
76,M***d,"pelayanan kurang bagus, pengiriman tidak sesuai dengan yang diharapkan",2,Buruk
77,n***i,"tidak ramah, dikirim ke Sumatera Selatan tapi buble wrap tipis banget hasilnya dus hp pada penyok, Untung hp nya ngga kenapa²",2,Buruk
78,akbar,,2,Buruk
79,Fadlul,baru pertama kali beli hp online eh yang didapat unit cacat. pergi ke tempat service katanya software nya bermasalah mau gamau harus bayar lagi buat service. hadeh kapok... ,1,Sangat-buruk
80,Aditya,"saya sangat menyesal membeli produk ini, karena UI sering ada ilkan, dan asuransi saya tidak bisa diklaim",1,Sangat-buruk
81,R***o,"Pengiriman sangat lama..... komplen tidak di follow up dengan baik, kayak ngobrol ama robot. malah kita yang disuruh cek ke tokopedia. ahirnya bener sih, saya juga yang c... ",1,Sangat-buruk
82,imelda,"barang nya oke, bubble lumayan tebel. TAPIIII.......nyesel banget nyobain SAMEDAY dari PAXEL , hargonya sehari sampai buktinya di pesen tgl 16 malam hari, nyampe nya tang... ",1,Sangat-buruk
83,uhuuuuu,,1,Sangat-buruk
