,nama,komentar,rating,kelas
78,Daniel,"saya beli 2 tp beda design dan warna ukuran M dan L, tp kok lebar badannya sama cuma panjang badannya aja beda dikit. Tp utk bahan ok lah.",4,Baik
79,N***k,"bagus, kainnya tipis",4,Baik
80,benzmoeslim,ini asli erigo bukan sih.. kurang puas. jaitan nya banyak yg riject,4,Baik
81,Alden,ntaps..,4,Baik
82,A***e,lumayan lh,4,Baik
83,slamet,barang mantul pengiriman cepat 😍😍,4,Baik
84,furkon,baju nya ada yg sobek satu😔🙏 mau di jahit ga bisa ini mh sobek di kain nya ini mh bukan sobek ga ke jahit,4,Baik
85,D***i,Sudah sesuai deskripsi.,4,Baik
86,joko,pengiriman bagus,4,Baik
87,Ruslanmuh,baju erigo bahan nya makin kesini makin kaku dan gak adem,4,Baik
88,Nena,"paketnya cepat banget datangnya, anak saya suka sekali 👍",4,Baik
89,Akbar,kecil bngt m nya min,4,Baik
90,khaeraboe,"barang nya sesuai,mantap pokoknya mah Joss",4,Baik
91,Dinia,sayang pas belum pengiriman nda bisa direturn,4,Baik
92,R***i,"Untuk kaos yg ini sy beli untuk anak saya dan ternyata ukurannya pas.Kwalitas bahan cukup baik,hanya saja terlalu tipis ya dibanding merk *M*TH yg harganya jg sepadan.",4,Baik
93,hartono,ukuran XL tapi terlalu kecil,4,Baik
94,D***s,pengiriman cepat. sisa nya b aja,4,Baik
95,E***a,sesuai order dsn brng ok..pking baik,4,Baik
96,Ismail,kirain size XXL nya oversize🙂,4,Baik
97,A***n,ukuran L Dalam,4,Baik
98,Arif,"Pelayanan ramah, kualitas sesuai harga",4,Baik
99,Kris,,4,Baik
100,Herdina,bahannya tipis,3,Biasa
101,K***s,masalah pengiriman yang sangat lama,3,Biasa
102,R***o,"sorry gw ksh bintang 3 biar di notice erigo ini produk bagus loh, udh go international. barangnya sih gak mengecewakan, yg bikin agak sedikit kecewa itu kurir/ ekspedisin... ",3,Biasa
103,Y***a,Plastiknya yang bagus dong…masak udah koyak2..😢 mana buat kado lagi…buat kwalitas kaosnya sih oke..👍🏻,3,Biasa
104,Arif,pengiriman paket nya agak lama,3,Biasa
105,J***g,"sbg pembeli baru, barang bagus namun ukuran tidak seperti di deskripsi, saran agar pembeli memilih 1 ukuran di atasnya.",3,Biasa
106,Maulana,nggak ada yg ukuran L,3,Biasa
107,ZavitraHD,tngkyu,3,Biasa
108,Wawan,ukuran realnya lebih kecil dri kaos sebelumnya,3,Biasa
109,T***y,"Kiriman cepat sampai. Bahan kain agak tebal. Ukurannya kurang lebar dikit, berasa bukan 52. Thanks",3,Biasa
110,ULUL,"Ukurannya kecil,Bahan nya tipis",3,Biasa
111,E***a,"Gatau size m tapi malah gedean size s yg dibeli kemarin, menang dipanajangnya aja tapi ukuran dari bahu dada malah kekecilan.",3,Biasa
112,denta,jahitan lenggan kurang rapi,3,Biasa
113,galih,"Beli 2 ukuran M, yg 1 pas yg ini kekecilan",3,Biasa
114,g***a,produknya bagus tdk mengecewakan,3,Biasa
115,Teuku,size XL nya kecil dan sempit beda dengan yang warna cream lebih besar XL nya,3,Biasa
116,Bismark,Ini XL nya kecil,3,Biasa
117,L***a,"Ukuran M saja masih ngepas banget di badan, barangnya ga sesuai sama size guide nya",3,Biasa
118,A***a,bajunya ternyata size cewe jd kalo s yg pas body tak pikir bakal oversize,3,Biasa
119,Iroel,L nya kekecilan,3,Biasa
120,Muhammad,"biasa aja si bahannya lebih bagus clothingan bandung serasa beli baju polos biasa trus di sablon,, tp bagus sih respon lapaknya cepat tanggap👍",3,Biasa
121,w***a,"lumayan lah,cuman sayang aja gak bisa retur,emng sih salah gue",3,Biasa
122,Muhammad,"biasa aja si bahannya lebih bagus clothingan bandung serasa beli baju polos biasa trus di sablon,, tp bagus sih respon lapaknya cepat tanggap👍",3,Biasa
123,w***a,"lumayan lah,cuman sayang aja gak bisa retur,emng sih salah gue",3,Biasa
124,A***d,"paraaaaahhh pengirimannya lama banget, klo yang mau beli H-5 sebelum lebaran bisa ga jadi ikut lebaran",2,Buruk
125,E***i,Pengirimannya lama sekali sekelas erigo dan tanpa pemberitahuan dari admin.,2,Buruk
126,M***M,size L tapi kcil seprti S,2,Buruk
127,Arifrudi,sangat puas,2,Buruk
128,Khoirul,kecil bgt kaya ga sesuai deskripsi ukuran nya,2,Buruk
129,Bagus,.,2,Buruk
130,Siis,Size L tapi kecil banget... Bahan tipis sekali... Iseng beli karna Flashsale aja,2,Buruk
131,Bryan,Kuranng pas ukuran badan terlalu panjang ke bawah,2,Buruk
132,H***i,benang nya merudul,2,Buruk
133,Chandra,maaf Jahitan nya gini amet,2,Buruk
134,Lalu,Ukuran Largenya berbeda dengan baju yg satunya (kekecilan),2,Buruk
135,Mama,,2,Buruk
136,Sri,"Halo Erigo, salah pengiriman Brg dan saya komplain dari pihak erigo meminta saya untuk membatalkan komplain saya supaya dia bisa mengirim Brg sesuai pesanan saya. tetapi... ",1,Sangat-buruk
137,r***e,kirimnya lams kali,1,Sangat-buruk
138,yeni,"QCnya gimana? sudah dikasih note untuk cek barang sebelum dikirim, masih aja lolos kaos yg jahitannya gk sempurna.",1,Sangat-buruk
139,Abdul,"Pembelian pertama bulan lalu bagus, pembelian ke dua pengiriman sangat lambat.",1,Sangat-buruk
140,motivation,pesan ukuran XXL tapi kaya ukuran L,1,Sangat-buruk
141,J***n,saya sangat kecewa respon lama apalagi yang jawab chat robot & proses pengiriman sangat lama harus 3 hari,1,Sangat-buruk
142,azril,"Pretttt lahhh eligo, sdh lama di pickup & tdk bisa tukar ukuran padahal blm dikirim",1,Sangat-buruk
143,syahrul,size XL tidak sesuai dengan ukurannya beda,1,Sangat-buruk
144,Rahmansyah,proses dan pengiriman lama seller kurang responsif nyesal beli di sini,1,Sangat-buruk
145,Marcellino,bahan tipis,1,Sangat-buruk
146,T***n,size nggak sesuai dengan pesanan,1,Sangat-buruk
147,sihar,pengiriman lama,1,Sangat-buruk
148,S***n,Cs utk konfirm lama pake bangetttt,1,Sangat-buruk
149,Ryan,"kok gambar ini ukuran M kekecilan sih , padahal model lain pas..sama jga ukuran M..",1,Sangat-buruk
150,E***a,"jahitan ga rapi,kurang memuskan pokonya",1,Sangat-buruk
151,Adrian,barang gagal pick up 5*,1,Sangat-buruk
152,Hardi,Barang gak sesuai pesanan Mau komplain takut ribet dan udah terlanjur kepencet botton selesai,1,Sangat-buruk
153,H***a,proses dan pengiriman lama seller kurang responsif nyesal beli di sini,1,Sangat-buruk
154,Okky,bahan tipis,1,Sangat-buruk
155,T***n,size nggak sesuai dengan pesanan,1,Sangat-buruk
156,sihar,pengiriman lama,1,Sangat-buruk
157,S***n,Cs utk konfirm lama pake bangetttt,1,Sangat-buruk
158,Ryan,"kok gambar ini ukuran M kekecilan sih , padahal model lain pas..sama jga ukuran M..",1,Sangat-buruk
159,E***a,"jahitan ga rapi,kurang memuskan pokonya",1,Sangat-buruk
160,Adrian,barang gagal pick up 5*,1,Sangat-buruk
161,Hardi,Barang gak sesuai pesanan Mau komplain takut ribet dan udah terlanjur kepencet botton selesai,1,Sangat-buruk
162,H***a,proses dan pengiriman lama seller kurang responsif nyesal beli di sini,1,Sangat-buruk
163,Okky,bahan tipis,1,Sangat-buruk
164,T***n,size nggak sesuai dengan pesanan,1,Sangat-buruk
165,sihar,pengiriman lama,1,Sangat-buruk
166,S***n,Cs utk konfirm lama pake bangetttt,1,Sangat-buruk
167,Ryan,"kok gambar ini ukuran M kekecilan sih , padahal model lain pas..sama jga ukuran M..",1,Sangat-buruk
168,E***a,"jahitan ga rapi,kurang memuskan pokonya",1,Sangat-buruk
169,Adrian,barang gagal pick up 5*,1,Sangat-buruk
170,Hardi,Barang gak sesuai pesanan Mau komplain takut ribet dan udah terlanjur kepencet botton selesai,1,Sangat-buruk
171,H***a,proses dan pengiriman lama seller kurang responsif nyesal beli di sini,1,Sangat-buruk
172,Okky,bahan tipis,1,Sangat-buruk
173,T***n,size nggak sesuai dengan pesanan,1,Sangat-buruk
174,sihar,pengiriman lama,1,Sangat-buruk
175,S***n,Cs utk konfirm lama pake bangetttt,1,Sangat-buruk
176,Ryan,"kok gambar ini ukuran M kekecilan sih , padahal model lain pas..sama jga ukuran M..",1,Sangat-buruk
177,E***a,"jahitan ga rapi,kurang memuskan pokonya",1,Sangat-buruk
178,Adrian,barang gagal pick up 5*,1,Sangat-buruk
179,Hardi,Barang gak sesuai pesanan Mau komplain takut ribet dan udah terlanjur kepencet botton selesai,1,Sangat-buruk
180,H***a,,1,Sangat-buruk
181,Okky,,1,Sangat-buruk
