,komentar,rating,label
36,passs mantabbbb asyekkkk,5,positif
37,murah tapi kualitas mantap,5,positif
38,mantap,5,positif
39,baju bagus sesuai pesanan,5,positif
40,kirain bahan kaosnya tebel tp lumayan lah sesuai harga .Mksh,5,positif
41,MANTULMANTULMANTULMANTULMANTULMANTULMANTUL,5,positif
42,Bagus,5,positif
43,Baguuss dan pas,5,positif
44,bahan bagus sesuai dengan harga,5,positif
45,keren bet dah.. bahannya adem & nyaman dpakai,5,positif
46,Mantap bahan bagus sablonan bagus tapi pengiriman agak lama mohon di percepat lagi,5,positif
47,ntaps betul 👌,5,positif
48,mantapp lahh,5,positif
49,bahan adem dan bagus,5,positif
50,pengiriman nya terlalu lama tapi sampai ke runah,4,positif
51,ukuran L tapi lengannya saya rasa terlalu pendek,4,positif
52,"pokoknya puas.. pengiriman cepat,next inshaaAllah beli lagi",4,positif
53,modelnya keren bahan adem cuma jangkis aja lengannya terlalu pendek untuk uk.M,4,positif
54,Ok,4,positif
55,suka dan puas,4,positif
56,kualitas bahan bagus cuma lebih dirapihin lagi bagian jahitan nya,4,positif
57,bahannya bagus,4,positif
58,"sejujurnya agak kependekan dibagian lengannya, tapi overall ok sih barangnya 👍",4,positif
59,ok sesuai pesanan,4,positif
60,Oke,4,positif
61,bagian lengan kurang panjang,4,positif
62,kaos nya keren,4,positif
63,bahannya berkualitas,4,positif
64,Salah sizenya minta M yg dikirim L.,4,positif
65,"Ini kaos berbahan katun,nyaman dipakainya,harga lebih murah dibanding beli di toko fisik",4,positif
66,barang bagus tapi lama sampainya,4,positif
67,"Barang datang sesuai dengan pesanan, kualitas bahan bagus cuma untuk ukuran sepertinya harus naik 1 size. Untuk tshirt warna hitam dengan warna navy, berbeda ukuran sekit... ",4,positif
68,Ukuran sesuai. Modelnya keren 😎.,4,positif
69,Kualitas produk bagus Ukuran sesuai Modelnya keren 😎,4,positif
70,"baju mah bagus, adminnya yg lemot",4,positif
71,"Kualitas produk bagus. Nyaman dipakai.  Toleransi ukuran ternyata 3cm. Jadi utk XL di deskripsi tertulis Lebar bahu x Pjg kaos = 56x76, aktualnya 53x73. Pdhl tadinya ma... ",4,positif
72,bagus,4,positif
73,Nyaman dipakai. Modelnya keren 😎.,4,positif
74,Nyaman dipakai. Modelnya keren 😎.,4,positif
75,Ukuran sesuai.,4,positif
76,Kualitas produk bagus. Modelnya keren. Ukuran sesuai. Bahan menyerap keringat. Bahannya adem.,4,positif
77,xl nya kecil,4,positif
78,"saya beli 2 tp beda design dan warna ukuran M dan L, tp kok lebar badannya sama cuma panjang badannya aja beda dikit. Tp utk bahan ok lah.",4,positif
79,"bagus, kainnya tipis",4,positif
80,ini asli erigo bukan sih.. kurang puas. jaitan nya banyak yg riject,4,positif
81,ntaps..,4,positif
82,lumayan lh,4,positif
83,barang mantul pengiriman cepat 😍😍,4,positif
84,baju nya ada yg sobek satu😔🙏 mau di jahit ga bisa ini mh sobek di kain nya ini mh bukan sobek ga ke jahit,4,positif
85,Sudah sesuai deskripsi.,4,positif
86,pengiriman bagus,4,positif
87,baju erigo bahan nya makin kesini makin kaku dan gak adem,4,positif
88,"paketnya cepat banget datangnya, anak saya suka sekali 👍",4,positif
89,kecil bngt m nya min,4,positif
90,"barang nya sesuai,mantap pokoknya mah Joss",4,positif
91,sayang pas belum pengiriman nda bisa direturn,4,positif
92,"Untuk kaos yg ini sy beli untuk anak saya dan ternyata ukurannya pas.Kwalitas bahan cukup baik,hanya saja terlalu tipis ya dibanding merk *M*TH yg harganya jg sepadan.",4,positif
93,ukuran XL tapi terlalu kecil,4,positif
94,pengiriman cepat. sisa nya b aja,4,positif
95,sesuai order dsn brng ok..pking baik,4,positif
96,kirain size XXL nya oversize🙂,4,positif
97,ukuran L Dalam,4,positif
98,"Pelayanan ramah, kualitas sesuai harga",4,positif
99,bahan adem dan bagus,4,positif
100,"alhamdulilah, paket sudah sampai.. ukuran pas banget,, sesuai pesanan.. terimakasih juragan🙏🙏",5,positif
101,bagus kaos nya...mksh bos,5,positif
102,harga sesuai produk,5,positif
103,"sesuai aplikasi,,,trmksh",5,positif
104,"produk sesuai deskripsi, hanya bahannya agak tipis aja",5,positif
105,pokoke bntang yg bicara,5,positif
106,"sesuai deskripsi produk, bahan dan jahitan ok. pelayanan toko bagus. terima kasih",5,positif
107,"pas di badan,. nyaman saat dipake, bahan cukup tebal tapi gak bikin gerah. recomended bangett deh pokoknyaa.",5,positif
108,"pas untuk papa,bahan ok dgn harga segitu",5,positif
109,dah kesekian x nya pesen,5,positif
110,"Barang bagus, termurah se-Tokopedia",5,positif
111,"Barang bagus sesuai ekspektasi, pengiriman cepat",5,positif
112,good,5,positif
113,bahan nyaman gak terlalu tipis,5,positif
114,keren markotop,5,positif
115,bagusss,5,positif
116,"Bahan bagus, halus.. murah jg..👍🏻",5,positif
117,Bahan nya bagus tebal dan sampenya cepet.,5,positif
118,mantap sesuai jos tennnan bos ku Trimakasih,5,positif
119,Kerenn bagus bahan nya nyaman kualitas okee,5,positif
120,keren abis,5,positif
121,ssuai mantap,5,positif
122,produk mantul proses cepat. thanks seller,5,positif
123,"bahan cukup bagus, pengiriman sesuai estimasi,kurir baik",5,positif
124,goods,5,positif
125,"harga sesuai dgn brng, overall sesuai bintang",5,positif
126,"Barang sudah sampai, thanks..............",5,positif
127,"respon cepat, barang sesuai pesanan",5,positif
128,puas selalu order dimarj,5,positif
129,"terima kasih semua pihak,,sangat memuaskan 👍👍👍👍👍",5,positif
130,"sumpah keren sesuai deskripsinya pokoknya top, jahitannya rapi dan respon ok banget",5,positif
131,"Paket kaos sdh diterima sesuai pesanan, utk harga segitu sdh lumayan banget walau agak tipis tapi cukup bagus utk dipakai santai, tks ya...",5,positif
132,"Harga 30rban tapi bahan gk panas, boleh juga nih pesen lagi.",5,positif
133,mantab banget dah pas di badan bahanya ok lah,5,positif
134,"Ukuran kaos nya sesuai dgn yg dipesan, sekalipun bahannya agak tipis sesuai dengan harganya , jahitannya rapi",5,positif
135,bahannya bagus..lumayan lah.,5,positif
136,bahannya bagus 👍,5,positif
137,ini baju murah kualitas bagus banget,5,positif
138,top lah,5,positif
139,"bahan lumayan bagus tp ada 1 brand HB yg lebih worted buat kami,,",5,positif
140,"sesuai pesanan, respon cepat, kualitas bagus",5,positif
141,"Mantul.. bahan, harga, pengiriman, semua top👍",5,positif
142,👍👍👍👍👍,5,positif
143,Bajunya bagus,5,positif
144,joss.......👍👍,5,positif
145,"mantap, bahannya adem, ukuran pas, jahitan rapi, terima kasih, semoga lancar",5,positif
146,Barang nya bagus.,5,positif
147,lumayan untuk sehari hari,5,positif
148,"bahan tebal dan adem,bagus kualitasnya",5,positif
149,Kualitas bagus,5,positif
150,Produk spt di foto seller.. what u pay what u get.,4,positif
151,👍,4,positif
152,👌,4,positif
153,"Agak bingung sih sama sama XL, tapi kok yang satu ke gedean yang satu ke kecilan, ternyata beda merk 😅",4,positif
154,Slow transport,4,positif
155,sesuai diskripsi kualitas sesuai harga good job lanjutken,4,positif
156,"jahitan, kancing rapih , rekomen nih",4,positif
157,"kualitas bagusgan,lumayan tebal,dengan harga yang murah,gak nyesel belinya,oh iya kemarin bagian kerahnya ketarik sedikit masa langsung robek sih,semoga tahanlah satu tah... ",4,positif
158,"Harganya oke, tp sayang size S nya kecil bgt, lebih kecil dari size S biasanya, kayanya harus naik 1-2 size",4,positif
159,"kualitas lumayan soalnya aga gerah, saya order polos warna hitam size s",4,positif
160,proses pengirimannya cepat bahan lumayan bagus,4,positif
161,"@aripraditya28 . 23 OCT 2021 Harga Rp28.900. Pengiriman lama. Jahitan krg rapi. Bahan kain bkn mnyerap kringat. Kualitas sesuai harga. Tinggiku 160, bb 55 pake ukuran M.... ",4,positif
162,"ukuran S kecil bgt gak seperti biasanya,, tapi lumayanlah sesuai harga",4,positif
163,barang sesuai pesanan...,4,positif
164,"packing rapi, pengiriman cepat, produk sesuai harga. sayang ya warna salemnya tdk real pict",4,positif
165,Utk M nya kecil. Lbh baik naikin 1 size.,4,positif
166,"barang sesuai pesanan , pengiriman lmyan CPT, thx seller sukses sll",4,positif
167,pesan 2 ukuran yang xl mantap dan satu lagi yang S tidak ada kancingnya. memang model seperti itu atau cacat barangnya. kalau ndak ada kancingnya jelek dipakai jadinya..,4,positif
168,tdk sesuai permintaan mau nya biru benhur dan tosca di kirm abu abu ke dua nya,4,positif
169,"kaos nya yg di kirim beda2 merk merk for1 lbh kecil dr yg LJ92 padahal sama ukuran L for1 jahitan lebih rapi dr pd yg LJ92 jahitannya berantakan kwalitas bhan sama bgs,s... ",4,positif
170,"bajunya berbulu, jahitan ada yang salah, sesuai harga",4,positif
171,Lumayan buat Gonta ganti sehari hari,4,positif
172,"seller responsif, brg sesuai deskripsi, expedisi jelek brg d lempar walau ada org d rmh. Best utk seller nya.",4,positif
173,cakep.......,4,positif
174,"lumayan, sesuai ma harga 🙏",4,positif
175,"barang sesuai pesanan dan pas , dan dapet gratis masker... makasih ya... keren 😉",4,positif
176,Sesuai Order... Terima Kasih.,4,positif
177,good,4,positif
178,sesuai dgn pesanan warnanya jg bagus,4,positif
179,lmayan bagus barangnya,4,positif
180,"bagus, warnanya seger keliatannya. bahan standar.",4,positif
181,"Barang ok sesuai pesanan, tp responnya lumayan lama bgt yaaa. . saya check out dan payment jam 8 pagi, baru dikirim brgnya sore jam 5an. Itupun setelah ditanya ke chat, m... ",4,positif
182,bagus produknya,4,positif
183,kekecilan,4,positif
184,suka bangeeet,4,positif
185,mantapppp cepattt kurirnya lumayan baik,4,positif
186,Proses cepat Pengiriman cepat Barang sesuai Mantappp,4,positif
187,bagus lah....,4,positif
188,udh lama langganan tp ahir ahir ini sangatt slowresp,4,positif
189,beli 2 kaos ukuran L. 1 produk bahan agaak kasar. ga nyaman di kulit. 1 lagi bahan lembut ukuran L dsini === ukuran M di toko normal,4,positif
190,Paket datang sesuai pesanana Walaupun murah Tp nyaman dipakai Sesuai harga lah Ukuran pas Thanks,4,positif
191,ada bolong dikit tapi gak apa la untuk harga segitu,4,positif
192,bahan oke cuma di bagian kerah agak berudul ujungnya untuk harga segini good lah,4,positif
193,lumayan,4,positif
194,barang bagus cuma pengiriman lama,4,positif
195,respon cepat dan barang sesuai,4,positif
196,"barang sesuai yang di pesan. cuman beda warna beda bahan dan beda merk, tp lumayan buat pake nyantai.",4,positif
197,Oke,4,positif
198,bahan adem dan bagus,4,positif
199,bahan adem dan bagus,4,positif
200,mantap sekali,5,positif
201,mantaps.,5,positif
202,"Udah langganan beli kaos di sini,baik utk seragaman atau buat pakai pribadi.bahan bagus mantap pengiriman kilat.the best pokoknya🙏",5,positif
203,"modelnya keren, pas dibadan, nyaman dipake",5,positif
204,"Bahannya adem, pas. Harga terjangkau. Beli warna hitam tp ternyata abis, sudah dikonfirmasi akhirnya jadi navy. Nanti akan repeat order, semoga warna hitam ukuran XL nya... ",5,positif
205,bahan sesuai...adem dan enak dipake,5,positif
206,bagus bgt kaosnya bener2 katun adem bukan yg kresek2. Recomended bgt,5,positif
207,"Bahannya adem, warna ngga luntur. Catatan klo dicuci ukuran jdi lebih kecil, jadi mending upscale ukuran aja pas beli. Worth it",5,positif
208,bagus,5,positif
209,good,5,positif
210,"mantap, sesuai harga",5,positif
211,barang sesuai gambar dan deskripsi.. terimakasih buat seller dan abang kurir AnterAja,5,positif
212,"Kualitas OK, sesuai deskripsi, pelayanan OK",5,positif
213,Bahan nya bagus..sesuai dengan pesanan..makasih ya..,5,positif
214,"top, selalu beli dari PT. Net harga dan kualitas worth 👍👍",5,positif
215,Mantap keren,5,positif
216,Produk Bagus,5,positif
217,"Produk berkualitas, pengiriman extra cepat, packing aman.... kaosnya nyaman, lembut, jahitan rapi. Sukses selalu, kakak.",5,positif
218,selalu sesuai.. bahan adeem makasiih,5,positif
219,"sesuai pesanan, bahan nyaman, jahitan rapi, admin ramah waktu ditanya stok dan warna, sayang kok 1 warna yang saya pengen pas habis 😅 👍",5,positif
220,okeh,5,positif
221,sipp,5,positif
222,Sesuai yang di harapkan,5,positif
223,bagus...gak panas...adem dipake...tingkatkan teruz kualitasnya kak...mksh...👍,5,positif
224,mantap sesuai pesanan,5,positif
225,lapak langganan cukup bintang yg berbicara daaah 😉👍,5,positif
226,"sip,sesuai pesanan👍🏻",5,positif
227,balabaalaa bagus,5,positif
228,mantap lah pokoknya no kaleng kaleng,5,positif
229,"bahan cocombed, nyaman, model sederhana, jahitan rantai, ukuran sesuai, sip dan bagus selama yang dipesan sesuai dengan keinginan konsumen",5,positif
230,"Selalu Keren, as usual 👍",5,positif
231,mantaaaaaap,5,positif
232,Penjual dan kurir terbaik,5,positif
233,"Bagoooooos enak kaosnya nyaman adem,",5,positif
234,"barang diterima sesuai dengan pesanan, sukses selalu",5,positif
235,nice,5,positif
236,"pembelian ke 2, bahan oke",5,positif
237,"Bahannya bagus, jahitan rapi dan saya tau pasti diperiksa dengan baik sama tim sellernya saya bakalan beli lagi disini!!!! Mantaaab",5,positif
238,"quality slalu ok, pembelian kesekian kalinya",5,positif
239,pembelian ketiga dan memuaskan good,5,positif
240,"pengen nya yang steel blue , tapi untung ada opsi kedua nya",5,positif
241,sesuai deskripsi,5,positif
242,Sesuai orderan,5,positif
243,bagus👍,5,positif
244,selalu menjadi pilihan,5,positif
245,"pembelian kedua dan memuaskan, sip",5,positif
246,"Udah 2x beli di NET PERSADA, memang udah paling cocok lah. Harganya terjangkau, kualitas bahannya sangat baik, nyaman dipakai, jahitan rapi. Proses nya cepat. 5/5",5,positif
247,"Mantaf, Next beli lagi",5,positif
248,sesuai,5,positif
249,bahan adem dan bagus,5,positif
250,Pembelian yang kesekian kali 👍,4,positif
251,"Lingkar leher kecil, jd agak kecekik",4,positif
252,"Ukurannya agak kekecilan. Bahannya nyaman, nggak bikin gerah. Jahitan rapi.",4,positif
253,Pesanan tiba sesuai jadwal dan packing rapi. Terimakasih Seller dan Wahana.,4,positif
254,"Kualitas oke, tapi warna beda dgn contoh",4,positif
255,okee mantapp,4,positif
256,Material sip,4,positif
257,oke,4,positif
258,Ok,4,positif
259,"untuk kesekian kalinya beli disini, gak mengecewakan",4,positif
260,"pengiriman lama biasany 3-4 hari ini 6 hari, ukuranny jg beda ada yg sedikit lebih kecil di warna army dan coklat tua ini pembelian yg ke2. tpi utk bahannya bagus",4,positif
261,udah kedua kalinya beli dsini...tp sayang 1 pcz aq minta wrn merah solid..dikasih abu misty..klo bahan adeeem bgt.,4,positif
262,kaga pernah kecewa belanja di net....,4,positif
263,"Paket barang selalu Ok. cuma sangat di sayangkan untuk kemasan paket udah di bongkar, sobek dan di lakban lagi seadanya sama entah ""pihak ekspedisi"". bentuk nya j... ",4,positif
264,"makasih bang,, semoga lancar terus",4,positif
265,Quality Controlnya kurang.. bahan lumayan bagus tapi lubang lehernya miring.,4,positif
266,"BUAT TOKONYA MASUKAN DIKIT, JANGAN PAKE TUH KURIR ANTER AJA, NYUSAHIN!!! KURIR ANTER AJA NYUSAHIN ORANG!!! CAPEK NUNGGU SEHINGGA HARUS AMBIL SENDIRI PAKET NYA, PENGIRIMA... ",4,positif
267,terimakasih barang mantap dan nyaman,4,positif
268,"lengannya ngepres sebelah minn satu baju doang sihh, selebihnya bagus👍🏻",4,positif
269,Kurir pengirimannya lama.,4,positif
270,mantab jiwa bagus brng nya nyaman,4,positif
271,barang sesuai dengan keinginan dan pengiriman cepat,4,positif
272,"Kualitas lumayan, udah mesen ukuran L. tp Ukuran L nya g sesuai prediksi, lebih kecil dr ukuran L baju sy lebih k M tepatnya, karena memang g ngukur berdasarkn Size Chart... ",4,positif
273,"barang bagus, tapi Kurir males""an nganter",4,positif
274,bahannya beda sama yang dulu ya.. jahitanya bagus..masih ok,4,positif
275,barang sdh smp dan diterima dlm kondisi baik... terimakasih,4,positif
276,dah nyampe tipis bener. well sesuai harga lah,4,positif
277,Produk bagus,4,positif
278,Nyaman dipakai.,4,positif
279,"Nggk fatal sih, tapi coba lebih teliti lagi kedepn nya :)",4,positif
280,"bahannya bener 30s tapi sayang ada bagian yang bolong, semoga kedepannya QC nya lebih diperhatiin lagi.",4,positif
281,Nyaman dipakai.,4,positif
282,"bahan seperti biasa... ada yg beda bahan, wajarlah pesan 40 kaos.. tapi ukuran sedikit lebih kecil dari size di banderol nya.",4,positif
283,"pertengahan tahun kemarin beli kaos disini bagus, tebel, kok sekarang jadi tipis banget gini, hampir nerawang, kayak bukan combed 30s, kalo emang bahan mahal gapapa naiki... ",4,positif
284,"Bahan katun adem, bagus banget, warna sesuai pesanan, beli 5 ga nyesel, harga murah!",4,positif
285,"Untuk bahannya agak tipis ya kak, untuk respon dan pelayanan sudah ok. terima kasih atas pelayanan dan barangnya.",4,positif
286,Kualitas produk bagus. Warnanya mantap. Jahitannya rapi. Bahannya adem. Nyaman dipakai. Tidak menerawang. Bahan menyerap keringat.,4,positif
287,Biasa aja sih,4,positif
288,Worth,4,positif
289,skrng tipis bahannya kak,4,positif
290,"Bajunya bagus dan pegawainya ramah, cocok sama kantong mahasiswa. Barang nya original, sesuai pesanan, dan harga nya murah kawan, mantap buat tokonya 🙏🏻",4,positif
291,"ukr pas, bahan oke. tp pesan warna hijau navy (7) , dikirim biru navy (6)",4,positif
292,entah ke tiga atau ke empat kalinya beli disini .... semua mantap,4,positif
293,Ukuran sesuai Kualitas produk sesuai harga,4,positif
294,"Barang diterima sesuai pesanan dan dalam kondisi baik. Untuk warna grey, bahannya beda dari 2 lainnya.",4,positif
295,sebenernya bagus tapi salah kirim warna. gapapa sih,4,positif
296,"puas tapi produk ada cacatnya sedikit, dari 3 baju 2 ada cacatnya",4,positif
297,"harga sesuai kualitas. meskipun ada.minus di orderan saya, overall saya puas dengan produk ini. semoga makin sukses kedepan",4,positif
298,Nyaman dipakai.,4,positif
299,Nyaman dipakai. Ukuran sesuai. Warnanya mantap. Bahannya lembut.,4,positif
300,"sizenya pas, bahan nyaman",5,positif
301,"pas dibadan,bahan y ga gerah. Mantap 👍👍👍",5,positif
302,"Barang aman, tiba sesuai estimasi",5,positif
303,Sesuai deskripsi.. keren lah..,5,positif
304,bahannya enak halus dan cukup tebel,5,positif
305,"Bagus, nyaman digunakan, & ukuran pas",5,positif
306,Bagus,5,positif
307,💯,5,positif
308,oke,5,positif
309,Bahan nyaman dan tidak gerah,5,positif
310,bagus,5,positif
311,ok,5,positif
312,"ya emang bagus bahannya. adem, lembut. disablon juga bagus.",5,positif
313,mantap,5,positif
314,mantul 😁👌,5,positif
315,bagus pokok e,5,positif
316,good,5,positif
317,lebih tipis dari ekspetasi tapi bagus,5,positif
318,"murah meriah mantap,kain tidak murahan",5,positif
319,"Untuk warna hitam dan navy agak lebih besar sedikit meskipun sama-sama M. Overall good, baju bagus. adminnya fast respon dan baik. Terima kasih banyak 😊",5,positif
320,"kualitas kaosnya sangat baik, bahannya adem, packing rapi",5,positif
321,bahannya bagus dan nyaman dipakai,5,positif
322,sesuai ekspektasi... mantap...,5,positif
323,keren mantappp,5,positif
324,top,5,positif
325,keren saya suka dari dulu,5,positif
326,👍👍👍👍👍👍👍,5,positif
327,Nyaman dan selalu rapih. pengiriman cepat!,5,positif
328,"Ukuran sangat sesuai, bahannya bagus.",5,positif
329,ok,5,positif
330,"lebih baik pesan 1 size ukuran asli karena bahan pre-shrunk, jadi akan sedikit menyusut pasca pencucian pertama. selain itu produknya bagus, warna sesuai",5,positif
331,Bahan baguss halus,5,positif
332,"Seller sangat responsif, pengiriman cepat dan barang sesuai deskripsi dan baik. Terima kasih Kak.",5,positif
333,ini mah adeeem,5,positif
334,"bahan bagus, tebal. asli new states apparel",5,positif
335,"bahan enak adem dan tebal, size lokal",5,positif
336,"sesuai deskripsi, thank you gan.",5,positif
337,ok,5,positif
338,Tidak perlu diragukan kualitasnya sejauh ini,5,positif
339,mantul 😁👌,5,positif
340,"barang bagus, pengiriman cepat sampai",5,positif
341,Terbaik 👍,5,positif
342,sesuai pesanan n nyaman dipakai. 🔥,5,positif
343,"bahannya bagus, pakaian polos yang kece",5,positif
344,good,5,positif
345,Bagus..,5,positif
346,Pengiriman cepat packing mantab,5,positif
347,Pengiriman cepat packing mantab,5,positif
348,mantul 😁👌,5,positif
349,Terimakasih banyak ya....,5,positif
350,"badan gue yg udah panjang tulang belakangnya masih lebih panjang kaos ini, kek lengan dan oebar udah pas tapi panjangnya kepanjangan, ya bagus aja si kalo doyan kaosnya d... ",4,positif
351,"Sesuai dengan harganya, cukupan lah, jangan meminta bahan yang lembut banget atau terasa mahal, cukup aja",4,positif
352,"kain halus dan bagus, ukuran sesuai, pingiriman agak lama... tpi overall suka...",4,positif
353,Lumayan lah sesuai harga,4,positif
354,Agak tipisan,4,positif
355,panjang ke bawah,4,positif
356,barang sudah sampai dengan baik kualitasnya bagus pengiriman cepat recommended seller,4,positif
357,"Bagus bahannya cuma packingnya minus bgt pas diterima sobek sedikit plastiknya untuk ga basah bajunya, semoga bs dibenarkan lg packing karena belanja online penting untuk... ",4,positif
358,agak tipis,4,positif
359,gak sesuai ekspetasi dr segi kualitas. tapi sesuai dengan harga.,4,positif
360,Pas dan bagus. Thank you.,4,positif
361,M nya kepanjangan. Jadi kyk baju tidur,4,positif
362,"Bahan Ok, jaitan hrs d improve & cutting",4,positif
363,real pic harga sesuai barang fast shipping packing cuma dibungkus plastik 1 lapis,4,positif
364,barang bagus,4,positif
365,"NSA gak kya dlu, skrg yg premium tipis bhannya. but still Ok Nyaman dipakai. Jahitannya rapi. Ukuran sesuai.",4,positif
366,Modelnya keren 😎 Warnanya mantap Jahitannya rapi Ukuran sesuai Bahannya adem.. cuman agak sedikit menerawang yah buat warna putihnya.. overall good sih,4,positif
367,"Respon seller bagus, size dan warnanya sesuai, pengiriman juga cepat. Tapi bahannya ternyata lebih tipis dari ekspektasi saya. Jadi, saya kasih bintang 4 saja ya. Thanks",4,positif
368,mantap,4,positif
369,good,4,positif
370,ini ukurannya xxl tapi gede banget kaya ukuran 2xxl,4,positif
371,produk sesuai dengan deskripsi penjual,4,positif
372,Menurut ku sih bukan 24s karena agak tipis tapi overal lumayan lah untuk harganya,4,positif
373,"mantap, bahannya dingin...",4,positif
374,yang sekarang agak tipis,4,positif
375,"Pengiriman cepet banget, sesuai request, barang sesuai deskripsi, penjual responsif",4,positif
376,tinggi 175 berat 65 pas M bahan enak dipakai dirmh ukuran leher kecil jd kurang enak di pakai,4,positif
377,Leh ugha.,4,positif
378,kainnya lumayan,4,positif
379,sip,4,positif
380,😂,4,positif
381,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,4,positif
382,ukuran besar banget,4,positif
383,Bagus,4,positif
384,"bajunya bagus, cmn pengiriman lama, mungkin bisa diganti opsi kurir dari bebas ongkirnya.",4,positif
385,"Pengiriman cepat, ukurannya juga sesuai, bahannya ga sesuai yang dipikirin, tapi ok lah.",4,positif
386,enak dipakai. adem.,4,positif
387,Pokonya kerenlah,4,positif
388,bahan bagus tidak gerah,4,positif
389,So far lumayan lah... sesuai harga. Hanya dari 3 yg dipesan dgn ukuran sama( S) warna putih kecilan dari lainnya.,4,positif
390,Kualitas baik dan pengiriman juga baik.,4,positif
391,Tebel sih kainnya cuma agak kasar dikit ya.. Potongan kaosnya kurang pas dikit buat saya.. Tapi yaa ini tergantung selera masing2 sih..,4,positif
392,Bagus...adem,4,positif
393,"Bahan bagus, kuat, tapi kurang stretch jadi supaya aman belinya jangan pas ukurannya.",4,positif
394,bahan adem dan bagus,4,positif
395,ukurannya pas dan nyaman dibadan,5,positif
396,Nyaman sekali dipakainya.,5,positif
397,Abu abu muda. Salah satu warna favorit.Kualitas sama dengan 2018. Pertahankan kualitas dan layanan ya 👍👍👍👍👍,5,positif
398,"Bahan adem, cuma mungkin karena putih dan slimfit jadi menerawang 😂",5,positif
399,"Cocok ukuran L yang punya bb 70kg, bahannya adem, packingnya juga bagus. terimakasih",5,positif
400,bagus terimakasih yaa,5,positif
401,"pembelian ke3, seller rekomended",5,positif
402,mantap kualitas bahannya.. enak dan nyaman dipakainya,5,positif
403,pas dibadan dan bahan nyaman,5,positif
404,"oke banget bahan bagus ukuran juga pas, respon dan pengirimannya cepat barang sesuai dengan discripsi",5,positif
405,ok nice,5,positif
406,ukuran & bahannya enak,5,positif
407,bahan adem,5,positif
408,"Pembelian kedua, overall puas",5,positif
409,muantab mas bro gk kan nyesel ... dingin . kepake asli bahan N model nya.. udah eksekusi aja jangan ragu buat kaos nih....👍 sukses selalu Sealer.. sistem pengiriman bara... ,5,positif
410,WELL DONE👍,5,positif
411,josss,5,positif
412,model keren nich....berani maju dach,5,positif
413,bagus adem,5,positif
414,"Pas banget ukuranya ... jahitan jg rapi,",5,positif
415,mantaaaabbb.. 👍,5,positif
416,puasssss sekali,5,positif
417,"barang nya bagus-bagus , rapih jahitannya , sangat cepat pengirimannya dengan seperti itu saya merasa nyaman.. terimakasih Rava",5,positif
418,Kualitas produk bagus Ukuran sesuai Jahitannya rapi Nyaman dipakai Warnanya mantap Tidak menerawang Bahan menyerap keringat Bahannya lembut Bahannya adem,5,positif
419,bagus nyaman rapih sesuai gambar,5,positif
420,"kualitas bagus, sesuai dengan harapan saya",5,positif
421,pembelian kedua disini. Baju+celana nya enak dipake n pas dibadan. Ntr klo ada model baru order lagi.,5,positif
422,"barang bagus, walau bahan tipis ada harga ada kualitas itu aja sekian terimakasih",5,positif
423,keren,5,positif
424,ok👍👍👍,5,positif
425,"bagus bahannya utk harga segitu...terima kasih, pengiriman dan packing jg baik",5,positif
