,Unnamed: 0,nama,komentar,rating,kelas,Unnamed: 0.1
18,18,E***a,"Barang bagus. Hanya, seller tidak memasang sign fragile di paket, sehingga kurir main lempar dan main ninggalin barang di gerbang tanpa ada konfirmasi, dikiranya batu bat... ",4,Baik,
19,19,Cokorda,Baru kali ini beli laptop dan mahal secra online tp bener2 g diragukan toko ini Penjualnya sabaar bener sm pembeli yg awam ini,4,Baik,
20,20,Mrz,1. Box tetap penyok seperti ulasan pembeli yg lain pdhl udah ikutin instruksi 2. Ada tanda seru kuning di website cek serial numbernya (katanya sih gak masalah) 3. Ini si... ,3,Biasa,
21,21,y***o,"Bonusnya belum dikirim,",3,Biasa,
22,22,Bimo,,3,Biasa,
23,23,d***d,Komputer tidak orisinil. Komputer sudah aktif saat saya terima paketnya. Setelah dipakai seminggu sering panas dan macet. Kualitas komputernya sangat jelek!Sikap penjual... ,1,Sangat-buruk,
24,0,j***f,Barang Ok.. BNIB Packing bubble warp tebal.. Seller responsive.. Kirim pakai JNE lambat.. 5 hari muter2 di jakarta terus barangnya..,5,Sangat-baik,0.0
25,1,Tiee,Barang mulus dan baik min. Cepat hari itu juga sampai. Terbaek,5,Sangat-baik,1.0
26,2,k***a,trusted,5,Sangat-baik,2.0
27,3,Arif,wih barang nya udh sampai cepat,5,Sangat-baik,3.0
28,4,Shanty,"Pertama beli iphone disini, trus skg macbook air M1. Happy dan puas bgt. Barang asli ibox, packaging rapi, bubble wrap extra, pengiriman ke Bali cepet dan aman. Admin ger... ",5,Sangat-baik,4.0
29,5,E,"toko reckomen,, CS ramah 🙏 laptopnya seperti yg di harapkan.. terima kasih semoga awet..",5,Sangat-baik,5.0
30,6,Mohammad,"Respon oke barang baru, cuman kalo mw di install free office nya sensasi unboxing nya hilang 🤣 overall bagus rec seller",5,Sangat-baik,6.0
31,7,S***f,"Seller respon cepat bosku, barang ori langsung cek out bosku",5,Sangat-baik,7.0
32,8,E***n,"service nya sangat cepat dan memuaskan, dikasi bonus mouse lagi… thanks ya",5,Sangat-baik,8.0
33,9,E***i,Mantab,5,Sangat-baik,9.0
34,40,D***y,"Admin fast respon kalau mau membeli, setelah membeli agak slow respon. Meminta admin untuk instal office, tetapi ada kendala untuk pswd macbook nya krn berbeda dgn yg dik... ",4,Baik,10.0
35,41,Gifari,"Mantapp langsung beli pakai kurir instan, semuanya mulus dan ori ofc. Admin tokpednya jawabnya gece. Tapi kurangnya cuma di warrantynya aja ko udh jalan dari september ya... ",4,Baik,11.0
36,42,Louis,"sempet dag dig dug soalnya 3 hari ga gerak barangnya waktu datang ternyata ga di packing kayu jd makin was2 setelah dibuka ada penyok di sudut box, haduhh..moga barang gp... ",4,Baik,12.0
37,43,David,"Packaging baik, respon seller saat berjualan jg baik. Sedikit kecewa dengan pengiriman, dimana diproses baru jam 5 sore, sudah diinfo dari awal kalau kantor tutup jam 5.... ",4,Baik,13.0
38,44,Q***a,Jujur aftersales lama tanggapannya butuh hampir seminggu utk resolve permasalahan mengenai bagaimana nanti saya cara klaim garansi lgsg ke ibox karena tidak dikirimkan in... ,4,Baik,14.0
39,45,f***z,"box nya penyok, tapi overall bagus",4,Baik,15.0
40,46,hidayanto,ga dikasih MS office,4,Baik,16.0
41,47,DZIKA,"produknya bagus cuma goldnya gaada, sayang sekali kawan.",4,Baik,17.0
42,48,Faishal,"Bubblewrapnya kurang tebal jadi agak peyok di ujung bungkusnya, kirain ada kardus coklatnya ternyata tidak tapi laptopnya aman berfungsi dengan baik.",4,Baik,18.0
43,49,R***t,"Barang ori dan BNIB belum dibuka. Packing bubble. Sayang g ada packing kayu. Harga juga termasuk murah. Bagi yg mo beli cash ingat pake debit, jgn kartu kredit biar g ken... ",4,Baik,19.0
44,74,susan,"Box rusak sampe ga bisa di buka tutup, agak kecewa karna kalo mo jual lagi pasti bakal susah kalo Non Box.. Tapi untuk barang aman",3,Biasa,20.0
45,75,E***s,"pengirimannya lamaaa banget, melebihi estimasi. Seller kadang tidak membalas pesan huft🥲",3,Biasa,21.0
46,76,D***y,"Penjualan pengiriman baik, kardus unit ada bekas benturan, salah satu kaki unit tidak menapak jadi unit bisa bergetar, CS tidak responsive",3,Biasa,22.0
47,77,Yoga,"fungsi normal smua. cma box sayang bgt bnyk peot pdhal produk mahal, bubble nya kurang banyak. smoga diperhatikan lagi untuk packingnya",3,Biasa,23.0
48,78,Arifa,"nyampe dengan selamat dan gaada cacat, tapi ga rekomendasi untuk pengiriman instan karna akan dikirim next day",3,Biasa,24.0
49,79,E***y,"Barang asli garansi IBOX, tp pengiriman hrs tunggu 1-2 hari baru di kirim, order dengan packing kayu, tp gak di packing kayu, mungkin biar untung ny lebih gede",3,Biasa,25.0
50,80,M***d,"barangnya murah dan bagus. tapi sempet ada problem pas awal, tapi udah selesai. cuma yang disayangkan saat ada problem sellernya ga respon lagi. cuma di read aja chatnya.... ",3,Biasa,26.0
51,81,Ariz,"Barang normal. Ga dapet screen protectornya, iklannya missleading, ganti foto utamanya. biar ga salah paham.",3,Biasa,27.0
52,82,M***M,Barang bagus cuma ada miss informasi dengan penjualnya,3,Biasa,28.0
53,83,S***i,"Pro: Barang ok dan sesuai spek serta pengemasan bagus. Cons: Komunikasi di internal yang harus kurang sehingga pengiriman tertunda dan ada kenaikan harga oleh merchant, p... ",3,Biasa,29.0
54,84,V***y,*dijanjikan screenguard waktu beli. Tapi waktu datang tidak include. Ditanya2 tanggung jawab setelahnya. Mulai cuek2 reply lama. Alasan stok habis. Padahal sebelum pay... ,3,Biasa,30.0
55,85,A***h,produk bagus original,3,Biasa,31.0
56,86,A***a,"Barang bagus, but u need to improve the service because its not a cheap stuff. Aku beli laptop ini gak murah, dateng2 boxnya bujat semua dan skrg laptopnya bermasalah.",2,Buruk,32.0
57,87,Gracella,"Kecewa banget sama pelayanan adminnya. Awalnya bilang stock adanya yang japan, tiba tiba bilang stock ada. Lalu saya minta kirim hari ini, kata seller bisa dan bilang ‘ga... ",2,Buruk,33.0
58,88,i***r,"Dear owner Toko New Rizkyapple, Saya percaya kalian sdh sangat berpengalaman dalam menghadirkan produk apple, Dilihat dr harga kalian yg mmg sangat bersaing,, Dan kesigap... ",2,Buruk,34.0
59,89,Roby,"Kalo beli barang mahal mending di toko offline dah, nyesel bgt saya beli di sini, bukan krn sellernya(sellernya responsif & fastres btw), tp karena lg apes dapet prod... ",1,Sangat-buruk,35.0
60,90,K***D,"Belum 10 menit order mau ganti shipping aja ngga boleh. Katanya estimasinya sama dg ekspedisi biasa. Ini pake JNE TRUCKING, 8 hari baru sampai padahal normal 3-4 hari aja... ",1,Sangat-buruk,36.0
61,91,B***m,"Sudah beli bubble wrap tambahan, tetapi tidak ditambahkan oleh admin saat pengiriman. Alasan menambah volume pengiriman Akibatnya unit pesok, yang infonya kesalaham kuri... ",1,Sangat-buruk,37.0
62,92,F***y,"minta sameday tp pengiriman lama, shg sy ambil dg kurir sendiri sangat mengecewakan.",1,Sangat-buruk,38.0
63,93,Ayiq,"Barang ternyata cacat, bekas tergencet. Saya tidak tau dimana salahnya, yg pasti barang kami terima cacat",1,Sangat-buruk,39.0
64,94,M***d,"sebenarnya masih mau tabayun(ngomong) secara baik-baik ,tentang problem yg saya hadapi ,tapi ketika penjual tidak merespon sama sekali keluhan saya .jadi maaf saya harus... ",1,Sangat-buruk,40.0
65,95,Benwilsonh,"Untuk barang oke2 aja, pelayanannya HAHAHA ****",1,Sangat-buruk,41.0
66,96,M***r,"Barang awalnya bagus. Belum 1 bulan ada problem, tidak ada bantuan untuk claim ke apple.",1,Sangat-buruk,42.0
67,0,K***n,"Kualitas produk udah dijamin bagus, performa kencang, desain mewah terupdate, spesifikasinya lumayan, garansi iBox pooll. Tapi sayang, kali ini giliran Saya yg nambah ko... ",4,Baik,
68,1,dandyfebriansyah,barang bagus cuman dus agak penyok gara gara packing.. overall bagus ya,4,Baik,
69,2,V***a,"Barang sesuai, Macbook berfungsi dengan baik, paket hanya dipacking dengan bubble wrap sehingga ujung-ujung box tidak rapih, sampai tepat waktu",4,Baik,
70,3,F***l,Barang original tapi ternyata punyanya Malaysia. Jadi chargernya kaki 3 sementara gapunya adaptor pas unbox udah malem akhirnya gabisa langsung dipake 😭 Sisanya oke sih... ,4,Baik,
71,4,Rudi,"semua sesuai hanya box nya penyok, mungkin jatuh pada saat perjalanan.. thanks.",4,Baik,
72,5,Nora,respon admin cepat pengiriman lumayan packing tidak sesuai krn tidak pakai packing kayu padahal sudah dibayar jadinya kotaknya penyok2 untung isi dalamnya masih aman,4,Baik,
73,6,I***n,Protector hukan peruntukannya jd nggak ke pake,4,Baik,
74,7,Ademas,"Bayar instant dari malem sblmnya, katanya biar masuk pengiriman besok pagi, udh di chat2 tetep aja ternyata kirimnya siang, udh 3 jam pengiriman, gak gerak2 masih di slip... ",4,Baik,
75,8,T***t,Barang nya oke n cuma sayang pelayanan nya harus ditingatin lagi,4,Baik,
76,9,Hanif,"Alhamdulillah, akhirnya barangnya nyampe juga 😌👍 Barang sampai dengan selamat dan cepat, dapat bonus mouse juga. Terimakasih Studio Ponsel, pelayanannya memuaskan 🙏 ta... ",4,Baik,
77,10,Herdi,"Laptop sesuai dgn deskripsi, sayang packaging cuman bubble wrap..penyok penyok dusnya",4,Baik,
78,11,Herdi,"Laptop sesuai dgn deskripsi, sayang packaging cuman bubble wrap..penyok penyok dusnya",4,Baik,
79,12,S***a,"pembelian ke dua disini, yang kedua ini kecewa dapetnya keyboard Japan. selebihnya ok, rekomended seller, barang cepet sampe dapat bonus screen protector dan keyboard pr... ",3,Biasa,
80,13,Ari,Pengiriman instan tapi dikirimnya besok.. ga diberitahu kalo include screen protector sama keyboard protector.. respon cs cepet banget,3,Biasa,
81,14,M***a,"Beli disini karena lihat ulasan dapat bonus, eh saya dikasi bonus juga, tapi tidak dapat dipakai",3,Biasa,
82,15,rosari,"customer ramah, cuma sayang casan magsafe saya baru hitungan berapa hari udah rusak, mau diklaim juga prosesnya ribet. ga rekomen sih guys. makasih",2,Buruk,
83,16,B***i,sudh 3 kali beli di sini secara kualitas barang tidak diragukan lagi dan terbaik..namun ada catatan saya beli 3 kali di toko ini dan semua kardus datang dalam keadaan pen... ,2,Buruk,
84,17,S***i,"Kapok beli dari sini, barang di curi oleh driver gosend dan seller tdk teliti dan lepas tangan",1,Sangat-buruk,
85,18,Seintia,Parah sih ini packingnya dengan harga segitu kalau pun info buat biaya packing lebih ke pembeli juga pasti dikasih.. Harusnya ada standart khusus untuk packing barang den... ,1,Sangat-buruk,
86,19,R,,1,Sangat-buruk,
