,nama,komentar,rating,kelas
53,B***a,Lumayan lah sesuai harga,4,Baik
54,J***l,Agak tipisan,4,Baik
55,Y***a,panjang ke bawah,4,Baik
56,A***d,barang sudah sampai dengan baik kualitasnya bagus pengiriman cepat recommended seller,4,Baik
57,Putri,"Bagus bahannya cuma packingnya minus bgt pas diterima sobek sedikit plastiknya untuk ga basah bajunya, semoga bs dibenarkan lg packing karena belanja online penting untuk... ",4,Baik
58,T***n,agak tipis,4,Baik
59,panglima,gak sesuai ekspetasi dr segi kualitas. tapi sesuai dengan harga.,4,Baik
60,Geraldo,Pas dan bagus. Thank you.,4,Baik
61,Dedi,M nya kepanjangan. Jadi kyk baju tidur,4,Baik
62,D***e,"Bahan Ok, jaitan hrs d improve & cutting",4,Baik
63,B***s,real pic harga sesuai barang fast shipping packing cuma dibungkus plastik 1 lapis,4,Baik
64,Hardi,barang bagus,4,Baik
65,Rofik,"NSA gak kya dlu, skrg yg premium tipis bhannya. but still Ok Nyaman dipakai. Jahitannya rapi. Ukuran sesuai.",4,Baik
66,J***e,Modelnya keren 😎 Warnanya mantap Jahitannya rapi Ukuran sesuai Bahannya adem.. cuman agak sedikit menerawang yah buat warna putihnya.. overall good sih,4,Baik
67,Erwan,"Respon seller bagus, size dan warnanya sesuai, pengiriman juga cepat. Tapi bahannya ternyata lebih tipis dari ekspektasi saya. Jadi, saya kasih bintang 4 saja ya. Thanks",4,Baik
68,S***n,mantap,4,Baik
69,D***e,good,4,Baik
70,Bena,ini ukurannya xxl tapi gede banget kaya ukuran 2xxl,4,Baik
71,Praguntoro,produk sesuai dengan deskripsi penjual,4,Baik
72,A***h,Menurut ku sih bukan 24s karena agak tipis tapi overal lumayan lah untuk harganya,4,Baik
73,Hasan,"mantap, bahannya dingin...",4,Baik
74,ahmad,yang sekarang agak tipis,4,Baik
75,a***a,"Pengiriman cepet banget, sesuai request, barang sesuai deskripsi, penjual responsif",4,Baik
76,A***o,tinggi 175 berat 65 pas M bahan enak dipakai dirmh ukuran leher kecil jd kurang enak di pakai,4,Baik
77,BUDI,Leh ugha.,4,Baik
78,Fadel,kainnya lumayan,4,Baik
79,M***n,sip,4,Baik
80,x***x,😂,4,Baik
81,Oki,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,4,Baik
82,Mistra,ukuran besar banget,4,Baik
83,Ayziffy,Bagus,4,Baik
84,A***l,"bajunya bagus, cmn pengiriman lama, mungkin bisa diganti opsi kurir dari bebas ongkirnya.",4,Baik
85,a***m,"Pengiriman cepat, ukurannya juga sesuai, bahannya ga sesuai yang dipikirin, tapi ok lah.",4,Baik
86,G***s,enak dipakai. adem.,4,Baik
87,Diki,Pokonya kerenlah,4,Baik
88,Ayziffy,bahan bagus tidak gerah,4,Baik
89,I***l,So far lumayan lah... sesuai harga. Hanya dari 3 yg dipesan dgn ukuran sama( S) warna putih kecilan dari lainnya.,4,Baik
90,Iriani,Kualitas baik dan pengiriman juga baik.,4,Baik
91,E***a,Tebel sih kainnya cuma agak kasar dikit ya.. Potongan kaosnya kurang pas dikit buat saya.. Tapi yaa ini tergantung selera masing2 sih..,4,Baik
92,b***u,Bagus...adem,4,Baik
93,Lilik,"Bahan bagus, kuat, tapi kurang stretch jadi supaya aman belinya jangan pas ukurannya.",4,Baik
94,Taufiq,,4,Baik
95,R***i,beli dua size m warna forest green ama sand tapi sizenya malah kecilan yang forest green,3,Biasa
96,J***a,tidak ada plastik pembungkus di masing2 baju yg saya beli,3,Biasa
97,M***d,bahannya bagus tapi untuk warna putihnya tuh kurang putih ngga seperti warna putih yg bahannya drifit,3,Biasa
98,R***i,ukuran tidak konsisten,3,Biasa
99,R***i,"tekstur kain tidak seperti pembelian sebelumnya, bahan terasa lebih licin dan lebih tipis",3,Biasa
100,Ikhwan,size M nya ga 50 x 70 tapi 52 x 72 jadi agak kebesaran di saya ga sesuai deskripsi,3,Biasa
101,I***n,"saya sudah beberapa kali beli di sini tapi masing2 kaos (XXL) ukuran riil nya tidak sama, ada yg besar banget, ada yg kekecilan, ada yg sempit di bagian kerahnya",3,Biasa
102,B***s,packing plastik mohon diperbaiki ada bbrpa bagian packing sobek mgkn tersangkut untung bajunya aman kain halus + adem harga sesuai kualitas,3,Biasa
103,W***y,tipis,3,Biasa
104,Antonius,Kenapa gak di packing palastik ?,3,Biasa
105,Akhdan,"Sebenernya barangnya bagus, tp pengirimannya sempet bermasalah di kurir, jd lama bgt. Semoga hal kaya gini ga keulang lagi",3,Biasa
106,A***h,"saran saya di deskripsi tertera kainnya cotton combed 24s ganti aja jadi cotton combed 30s, pembohong katanya kain cotton 24s aslinya sama aja kyk baju saya yg cotton 30s... ",3,Biasa
107,Tengku,"24s seperti 30s, tipis tapi adem, build quality kurang oke buat harganya tapi masih worth lah",3,Biasa
108,Gilang,Barangnya yg datang kebesaran 😂,3,Biasa
109,Rifal,premium cotton tapi gerah cuy.. soalnya bahannya katin 50% dan polister 50%.. enakan yg softstyle lebih adem,3,Biasa
110,R***a,Bagian leher cepet sekali longgar,3,Biasa
111,Alifoji,official store tapi packing kaki lima. pesen 6 dilipet jadi satu ditaro plastik.,3,Biasa
112,A***y,"Beda warna antara M dan L, yang L agak kemerahan",3,Biasa
113,ricky,"lumayan, cuma kecewa pesan lengan pendek yg dtg satunya lengan panjang",3,Biasa
114,Surianto,"Warna satunya tidak sesuai dengan psanan, dua” nya dikirim wrna yg sama, psannya 1 wrna berbeda tpi sampainya dengan wrna yg sma",3,Biasa
115,Andre,UKURAN BAJU LEBIH BESAR DARI SIZE CHART DAN BAHAN PANAS,3,Biasa
116,Resha,Dua duanya XL tapi ukuran charcoal jauh lebih besar Bisa dituker ga ya?,3,Biasa
117,Esti,Warna nya ga sesuai foto,3,Biasa
118,e***y,sudah sesuai,3,Biasa
119,D***a,"Persoalan size, ukuran white L sangat tidak sesuai dengan ukuran di deskripsi. Sangat lebih besar. Warna navy ukurannya sesuai dengan deskripsi. Lihat foto, dengan 2 ukur... ",3,Biasa
120,s***l,premium apanya ***,1,Sangat-buruk
121,M***d,Overpriced,1,Sangat-buruk
122,O***T,BAHAN KAOS TIPIS PADHAAL 7200 cttn,1,Sangat-buruk
123,daffa,tipis buat harga segitu,1,Sangat-buruk
124,M***M,"barang mantap , recomend beli disini",1,Sangat-buruk
125,satria,tipis,1,Sangat-buruk
126,I***a,lebar dan panjang tidak sesuai deskripsi,1,Sangat-buruk
127,G***d,saya pesan ukuran M Warna putih dan item. Pas nyampe kok warna putih semua😭,1,Sangat-buruk
128,R***o,,1,Sangat-buruk
129,s***l,premium apanya ***,1,Sangat-buruk
130,M***d,Overpriced,1,Sangat-buruk
131,O***T,BAHAN KAOS TIPIS PADHAAL 7200 cttn,1,Sangat-buruk
132,daffa,tipis buat harga segitu,1,Sangat-buruk
133,M***M,"barang mantap , recomend beli disini",1,Sangat-buruk
134,satria,tipis,1,Sangat-buruk
135,I***a,lebar dan panjang tidak sesuai deskripsi,1,Sangat-buruk
136,G***d,saya pesan ukuran M Warna putih dan item. Pas nyampe kok warna putih semua😭,1,Sangat-buruk
137,R***o,,1,Sangat-buruk
