,Unnamed: 0,komentar,rating,label
33,78,"Mantap, order tadi pagi sekitar jam 10 an barang nyampe jam 13 an Belum buka total sih karna buat anak, biar buka sendiri terutama segelnya Puas dengan palayanannya",4,positif
34,79,Mantap,4,positif
35,80,Mantaaaab bos 👍👍👍👍,4,positif
36,81,"Barang berfungsi dengan baik. Mudah digunakan. Packaging Aman. Kualitas sesuai harga. , dan respon seller rama banget udah berkali"" belanja di sini gak pernah kecewa.",4,positif
37,82,Barangnya original 👍. Kemasan disegel. Spesifikasi sesuai . Barangnya mulus.,4,positif
38,83,Barangnya original 👍. Kelengkapan sesuai. Spesifikasi sesuai .,4,positif
39,84,mantap,4,positif
40,95,siap Sdh diterima segel semoga TDK ada kendala kedepan.terimakasih seller,5,positif
41,96,Mantap,5,positif
42,97,mantap,5,positif
43,98,"pengiriman sehari langsung sampai, barang masih tersegel, Poco M4 PRO #POCOnyaBeraksi",5,positif
44,99,barang sampai dengan baik,5,positif
45,100,"Barang sesuai dengan deskripsi, kemasan bagus dan aman sampai tujuan, respon penjual cepat.",5,positif
46,101,Mantul ini mah.,5,positif
47,102,Barang masih segel Sesuai dengan pesanan Belum dicoba semoga berfungsi dengan baik,5,positif
48,103,"pengiriman sangat cepat, respon baik, recommended seller",5,positif
49,104,barang mantap respon cepat,5,positif
50,105,"Packing aman, barang masih tersegel, berfungsi dengan baik.",5,positif
51,106,"hp masih disegel, garansi resmi",5,positif
52,107,Produk bekerja dengan baik,5,positif
53,108,Pengemasan aman. Barang juga oke. Makasih seller,5,positif
54,109,top pengiriman cepat barang sesuai,5,positif
55,110,"mantap beli disini, pengirimannya cepat dan packingnya aman pakai dus 👍😁",5,positif
56,111,keren barang nya,5,positif
57,112,"pelayanan toko bagus, Tokopedia bagus, cuma pengiriman lewat estimasi, terimakasih seller & Tokopedia.",5,positif
58,113,"Pengiriman cepat, Barang masih segel, kualitas bagus ... Semoga awet",5,positif
59,114,barang nya bagus sampai sekarang cuman takut aja update software katanya bikin lag dan sebelumnya pakai redmi note 7 lancar jaya abis update software malah tambah berat d... ,5,positif
60,115,sangat cepat respon nya dan kualitas bagus bungkus nya sangat rapih,5,positif
61,116,keren,5,positif
62,117,Alhamdulillah barang sudah sampai tak kurang suatu apapun,5,positif
63,118,good. konsumen suka..,5,positif
64,119,"sampainya cepet banget, barang oke, mantab deh pokoknya",5,positif
65,120,Barang berkualitas. bagus sy suka. Pengirimannya pake instant jadi cepat. Semoga awet dan lancar.,5,positif
66,121,barang diterima dengan baik. fungsi belom di coba. terimakasih,5,positif
67,122,Barang rapi tersegel saat sampai. belum sempat dipakai. semoga saja dengan Ram besar 8/256 hp ini akan awet. terimakasih seller...,5,positif
68,123,barang nya cepat sampai😍 dan suka banget pakingnya rapih dan amanah 🥰,5,positif
69,124,barang bagus. manteplah,5,positif
70,125,aman banget packingnya. sampe cepat dan kualitas bagus sih. semoga tahan lama. gak nyesel belanja via tokped. semoga experience waktu makenya bagus,5,positif
71,126,barang official dari xiaomi pasti sudah terjamin aman,5,positif
72,127,Xiaomi Poco M4 Pro bagus 🎣,5,positif
73,128,"Packing ok, Pengiriman cepet banget... Barang berfungsi ..",5,positif
74,129,"mantap 3 hari test lancar gada kendala, seler fast respon banget, oke banget dah",5,positif
75,130,moga awet,5,positif
76,131,"barang tersegel dengan baik, packing aman, produk okeh sesuai deskripsi",5,positif
77,132,"bagus, berfungsi dengan baik dan aman bngt",5,positif
78,133,"barang masih trsegel, pgriman std barang mulus smoga awet",5,positif
79,134,mantap,5,positif
80,135,"Barang sampai dengan aman, lumayan lah... baru nyalain udah panas",4,positif
81,136,"Terima kasih paket telah diterima dengan baik. Namun perlu ditingkatkan untuk proses ke pengirimannya, harusnya bisa jemput bola jika kurir ada kendala pickup.. kalau tun... ",4,positif
82,137,sudah diterima dengan selamat. tenkyu,4,positif
83,138,Bagus sesuai tapi pengiriman lama banget.,4,positif
84,139,"pengiriman cepat, PENGEMASAN BURUK POOOL.",4,positif
85,140,"barang bagus, sesuai pesanan, tpi pengiriman lama tidak sesuai / melebihi estimasi pesanan. itu saja makasih",4,positif
86,141,"paket udh diterima,alhamdulilah",4,positif
87,142,best prize best choice no cacat process officials store luambatttt polllll,4,positif
88,143,"Tolong perhatikan pelayananan kurir, terutama dari perusahaan jasanya. Kata kurir, yang memutuskan pengiriman sampai / tidak itu tergantung perusahaan jasa kurir tersebut... ",4,positif
89,144,Barang original resmi. Tapi sangat kecewa dengan pengirimannya sangat lama. Pesan hari jum’at di kirim hari selasa. Packing sangat simple ga safety,4,positif
90,145,"Product sesuai, lebih mantab lagi bonus sd card",4,positif
91,146,Barangnya original 👍 Kemasan disegel Ada garansi resmi Warna sesuai pesanan Barangnya mulus Packaging rapi Packaging aman 🙏,4,positif
92,147,Pengiriman langsung sampai dan cepat hanya belum dibuka,4,positif
93,148,"Produk oke . Di terima gaada cacat sama sekali.Pokoknya mantap.Ga ragu deh . Semoga si awet tahan lama. Cuma 1 kurangnya Dr toko ini , slow respon sangat. Nanya kapan.... ",4,positif
94,149,barang bagus aman....cm proses verivikasi agak lama..,4,positif
95,150,"barang sesuai, bagus, masih segel, sayang pengirimannya lama sampai 4 hari baru sampai, padahal masih 1 provinsi dan sudah pilih ekspedisi yang 1 hari sampai",4,positif
96,151,"pengiriman cepat, HP ori, tapi sayang cepat panas",4,positif
97,152,"semuanya okelah, fast respon, chat ok, barang bagus dll, ...cuman kurirnya aja yg agak lama ...",4,positif
98,153,Memang cuma Infinix yg bener2 Pawang nya Gelio G Prosesor. Maen game di hape ini sering ngelag dropd FPS nya. Layarnya agak kecil krn memang sy biasa pake layar minimal 6... ,4,positif
99,154,"Barang ori,respon cepat, minus di pengiriman saja delay",4,positif
100,155,"Barang mantap, seller responsif, masalah di kurir aja karena gak tepat waktu",4,positif
101,156,Barang bagus .. ORI ... packing aman.. kurir baik dan cepat 1 hari sampai Lagi di setel,4,positif
102,157,"Barang ori,respon cepat, minus di pengiriman saja delay",4,positif
103,158,"Barang mantap, seller responsif, masalah di kurir aja karena gak tepat waktu",4,positif
104,159,Barang bagus .. ORI ... packing aman.. kurir baik dan cepat 1 hari sampai Lagi di setel,4,positif
105,160,mantap,4,positif
106,179,"mantap, terima kasih! 👍🏽",5,positif
107,180,barang sesuai deskripsi. lgsg dipakai anak. mantaplah buat mereka. thanks,5,positif
108,181,"Barang sampai dengan aman, seller juga responsif 👌 soon semoga order lagi",5,positif
109,182,👍👍👍👍👍,5,positif
110,183,barang sesuai diterima dengan baik.,5,positif
111,184,barang masih disegel dan diberi bubble wrap,5,positif
112,185,siiiiip 👍👍,5,positif
113,186,Toppp Aman,5,positif
114,187,sudah sampai barangnya walau ada trouble sedikit dalam pengiriman,5,positif
115,188,mantapp,5,positif
116,189,"proses & pengiriman cepat, terimakasih 🫡",5,positif
117,190,"Barang datang dengan Keadaan baik, proses pengiriman cepat, bagus mantap. Xiaomi semoga awettttt",5,positif
118,191,realpik banget masih segel. Terimakasih Xiomi.,5,positif
119,192,Produk mendarat dengan baik,5,positif
120,193,Semoga awet,5,positif
121,194,barang kondisi bagus...masih tersegel rapi.. respon cs bagus...,5,positif
122,195,"barang ok,segel aman packing rapih",5,positif
123,196,"Barang msh disegel, kualitas bagus, ORI...",5,positif
124,197,"hp ny sesuai pesanan , pengiriman cpet dan playanan oke juga .makasii xiaomi official",5,positif
125,198,sesuai dengan harga,5,positif
126,199,"barang masih di segel, seller ramaah, barang ori asli dan canggih",5,positif
127,200,"barangnya bagus, aman, dan berfungsi dengan baik terimakasih seller recommended belanja di sini untuk beli hp datangnya juga cepat. barang berkualitas harga terjangkau... ",5,positif
128,201,original dan segel terimakasih,5,positif
129,202,mantab,5,positif
130,203,nyampe tepat waktu barang bagus masih disegel. te o pe lah. terimakasih,5,positif
131,204,"Barang segel, bagus, sesuai deskripsi, butuh tambahan micro SD aja sih",5,positif
132,205,"Barang masih segel, bagus, sesuai deskripsi",5,positif
133,206,sesuai harga,5,positif
134,207,┈┉┉┉━━━ ❁﷽❁ ━━━┉┉┉┈,5,positif
135,208,alhamdulillah sesuai dan pengirimannya cepat walau pakai kurir recomend.si cepat.mksh xiaomi👍,5,positif
136,209,"barang masih disegel, baru dibuka dan cek layar, karena buat hadiah ke orang. semoga awet ya",5,positif
137,210,top,5,positif
138,211,"respon penjual cepat, proses pesan cepat, barang diterima bagus sesuai dengan pesanan, paking rapi dan aman, sampai saat ini barang bagus dan tidak ada kendala",5,positif
139,212,"Keterlaluan sih pakingnya, hp sekecil ini d paking d dus gede trus isinya burblewrap smua. mantap sih biar aman barangnya. makasih tokped.",5,positif
140,213,"barangnya hilang di ekspedisi, namun seller bertanggung jawab, klaim saya ditindak lanjuti, saya akan coba beli lagi setelah dana saya dikembalikan beserta dan asuransi y... ",5,positif
141,214,barang diterima sesuai pesanan,5,positif
142,215,Nice.. Xiaomi official store fast respon and fast delivery.tks,5,positif
143,216,"pengiriman cepat, barang sesuai, goodjob",5,positif
144,217,produk berkualitas tinggi dan sangat bermanfaat buat kehidupan tq,5,positif
145,218,mantap,5,positif
146,219,"segel aman , cuman pengiriman nya lama banget",4,positif
147,220,hmmmmm,4,positif
148,221,"ga se wow yg ku bayangkan karna pas dipake isi dalemnya display dll jelas beda sama yg smartphone sekelas keliatan jadul, untuk expand ram juga butuh memory card yah baru... ",4,positif
149,222,Normal office for that price,4,positif
150,223,barang sesuai pesanan,4,positif
151,224,Bagus untuk harga segini,4,positif
152,225,"Alhamdulillah barang nya cepet sampai,packing rapi bagus,ini barang pesenan orang lain. mf ga bisa kirimin Poto nyaa,karna langsung di kasihin, lupa di Poto in",4,positif
153,226,nggak dapat casing,4,positif
154,227,barang oke. sesuai dengan harga yang relatif murah,4,positif
155,228,bagus,4,positif
156,229,"Alhamdulillah sudah sampai,terima kasih xioami sudah mengeluarkan HP ramah dikantong,kebetulan hp Ayah rusak,jd jodoh disini.",4,positif
157,230,pengiriman barang agak telat bossku,4,positif
158,231,Kemasannya harusnya lebih baik lagi.,4,positif
159,232,pelayanan ramah dan cepat,4,positif
160,233,mantap,4,positif
161,253,"Barang original resmi, respon cepat, pengiriman mantab, sesuai pemesanan, mantab pokoknya ✌",5,positif
162,254,"barang masih disegel dengan baik, handphonenya pun masih baru, kemasannya juga gak ada rusak, handphone nya menyala dengan baik, pokoknya mantap",5,positif
163,255,Ok,5,positif
164,256,"Barangnya sesuai pesanan. Mudah2an awet. Packing oke, pengiriman lumayan cepat. Thanks",5,positif
165,257,"Alhamdulillah paket sampai dengan selamat. keadaan aman, kardus penyok sedikit tapi nggak apa2. Pake pengiriman sameday, mesan jam 12 nyampe jam 8 malam 🥰 HP yang udah d... ",5,positif
166,258,"packing nya aman dan rapi, semua fitur berfungsi dengan baik 👍",5,positif
167,259,"barang sampai dengan kondisi baik, fitur fast chragingnya cepat dlm mengisi baterai",5,positif
168,260,👍👍,5,positif
169,261,Mantap,5,positif
170,262,cs na slow respon 👌,5,positif
171,263,good,5,positif
172,264,"kedua kali beli smartphone disini, dari 2017 memang favorit banget pake xiaomi dari redmi note 7,redmi note 8, redmi note 10 5G, ini yg terbaru redmi note 12pro 5G. I LO... ",5,positif
173,265,dr taun 2020 akhirnya upgrade note 9 pro to note 12 pro,5,positif
174,266,top banget barang original segel garansi ok paking bagus Aman gak kecewa pokok nya,5,positif
175,267,Xiaomi mantap poll,5,positif
176,268,barangnya sagat memuaskan.. walau pun pengiriman agak telat,5,positif
177,269,Official store emg terpercaya.. good recomended seller. puasa banget sama barangnya,5,positif
178,270,oke..,5,positif
179,271,"bagus, segel aman, dan respon cepet",5,positif
180,272,"Barang original, sesuai dengan description. Barang asli. Segel kotak bagus. Kekurangan: pengiriman ditinggal di depan pintu, tanpa bel dan telepon, untung tidak hilang, h... ",5,positif
181,273,"pengiriman lumayan lama, respon penjual sangat baik dan cepat, kemasan produk aman dan rapi. berfungsi dengan baik.",5,positif
182,274,"Packing aman, semua fitur bkerja dengan baik, sesuai ekpektasi brngnya, bagus sekali. Terima kasih gan atas produk dan pelayanannya",5,positif
183,275,"Kualitas barang luar biasa. Main PUBGM sudah bisa Smooth Extreme. Refresh rate 120Hz, bikin nonton dan kerja jadi lebih enak!",5,positif
184,276,"brg sesuai,fungsi normal,semoga berkah buat cr rejeki",5,positif
185,277,"Barang bagus tnpa ad kendala,smua berfungsi baik",5,positif
186,278,"barangnya bagus banget, sesuai ekspektasi cm pengiriman dr pihak xiaomi lelet banget",5,positif
187,279,"terimakasih,0 bintang buat pengirimannya",5,positif
188,280,bagussssss cuman pengiriman agak lama,5,positif
189,281,Pengguna setia xiaomi. Harga murah kualitas dijamin tidak murahan.,5,positif
190,282,bagus,5,positif
191,283,Kalo official seller pasti gak diragukan lagi lah...,5,positif
192,284,mantap dah,5,positif
193,285,ntapppp,5,positif
194,286,"Barang segel, berfungsi tanpa kendala, mantap",5,positif
195,287,"mantap,,,,,👍👍👍",5,positif
196,288,"barang diterima 15 April, langsung dicoba, dan mantul...",5,positif
197,289,"barang aman, mulus, admin fast respon, sangat rekomendet",5,positif
198,290,mantap,5,positif
199,291,mantap,5,positif
200,292,mantap,5,positif
201,293,"Barang Original, Segel, bungkus rapi. pakai bubble warp pastinya aman. cuma chat dibales lama. Redmi Note 12 Pro Spek sesuai deskripsi.",5,positif
202,294,Lumayan puas dengan xiaomi official store cuma yang sangat saya kecewakan di bagian jasa pengirim paketnya yaitu sicepat pengirimannya lambat banget sampai sampai waktuny... ,5,positif
203,295,Komunikasi tolong diperbaiki. Slow respon sekali. Utk barang tdk ada masalah. Barang sampaipun sesuai perkiraan.,5,positif
204,296,"Barang barusan diterima, masih segel jadi saya yakin qualitasnya original Xiaomi. Sebelumnya pakai Mi 9, sampai hari ini berfungsi baik cukup puas. Semoga Xiaomi Redmi No... ",5,positif
205,297,"barang bagus dapet cashback jg, packing bagus hanya saja pengiriman agak lemot tpi yaa okelaah",5,positif
206,298,"paket sampai dengan selamat, aman dan segel hanya lama di pengiriman 6 hari baru nyampe pdahal jkt-kbm, dimohon untuk diperhatikan lg kedepannya, Terima kasih👍",5,positif
207,299,"barang nya sih oke,,, sesuai bgt,,, cuma kendala di pengiriman, sminggu baru nyampe... -_-(",5,positif
208,300,barang sesuai harga. nggak expect gmn2,5,positif
209,301,"Barangnya bagus, tapi sayangnya lama sampainya",5,positif
210,302,"Hanya 1 masukan : ADMIN HARUS FAST RESPON, APALAGI KALO DI CHAT. SELAMA INI ADMIN SANGAT SLOW RESPON. Semoga bisa jadi masukan & ada perubahan.",5,positif
211,303,Respon menjawab lama dan kurir salah kirim alamat,5,positif
212,304,"Mantab,...keren,.. top markotob... Walau sebetulnya mau beli yang paket bundling buds 4 pro,... hikss.. Semoga xiaomi kasih saya voucher diskon utk pembelian buds 4 pro.",5,positif
213,305,"semua ok, kecuali kecepatan respon dalam membalas chat. 🙏",5,positif
214,306,"barangnya bagus original, cuman proses pesanan nya lama. mohon di tingkatkan lagi. terimakasih",5,positif
215,307,alat pelepas sim nya ga ada,5,positif
216,308,top lah redmi sayang msh android 12,5,positif
217,309,"barang masih segel saat diterima, utuh dan kemasan aman rapi. Respon penjualnya agak selow pas ditanya ttg pengiriman yg tdk update progressnya jawabannya kurang responsi... ",5,positif
218,310,pengiriman lama,5,positif
219,311,"barang masih segel sesuai pesanan, cuman seller lambat respon dan lama pengiriman",5,positif
220,312,original paket aman,5,positif
221,313,mantul,5,positif
222,314,mantap,5,positif
223,358,"barang mulus dan masih tersegel. overall bagus pengiriman, hp tidak ada kendala. cuma bingung cara klaim spotify sama youtube premiumnya, cs nya slowres",4,positif
224,359,"barang aman, dapat adaptor. tapi kecewa sama JNE, butuh waktu seminggu sampe rumah, biasanya hanya 4 hari paling lama",4,positif
225,360,"barang masih tersegel, bonus charger. keren walau pengiriman agak tertunda",4,positif
226,361,"barang ori ya karena OS, packing aman apa lg kurir instant. tp proses pengiriman sekelas OS masih payah. delay 1 hari pakai instant kurir. tolong di perbaiki tuh.",4,positif
227,362,"Ada keterlambatan pengiriman dari pihak Samsung namun barang diterima dengan selamat, packing lumayan, semua perangkat berfungsi dengan baik. Terima kasih..",4,positif
228,363,"Pertama kalinya beli barang jutaan via ecomm, dan untungnya semua lancar2 aja. Terima kasih untuk Tokopedia, staf Samsung dan pak Achmad Muji yg sudah berperan mengantark... ",4,positif
229,364,semua oke kecuali 1 lamanya pengiriman,4,positif
230,365,"barang bagus, tp pengiriman ny lama",4,positif
231,366,"barang bagus, cukup utk jalanin aplikasi harian, tapi utk detail reviewnya gimana silakan search di Youtube ya",4,positif
232,367,"mantab ya ges ya, datang dengan selamat dan belum ada keliatan kecacatan sedikitpun, nanti kalo dah sebulan ku up bintang 5",4,positif
233,368,"Barang bagus sesuai pesanan masih segel, packing oke, cuma respon proses & pengirimannya kurang cepat",4,positif
234,369,"Barang sudah diterima, Unit Handphone nya berfungsi dengan baik, charger berfungsi, barang ORI, recommended. thank you...",4,positif
235,370,"Barang cukup bgs, cm respon penjual lama. jd sy ga tau bs atau ga order brg tsb krn penulisan stock tdk sm dgn actual",4,positif
236,371,alhamdulillah barang sampai dengan selamat. original dan berfungsi dengan baik. cs tolong lebih fast response ketika pelanggan bertanya. semoga lebih baik kedepannya. ter... ,4,positif
237,372,"Thanks for the free travel adapter, kualitas barang Official Store gak perlu diragukan lagi. Maaf tapi hanya bisa kasih bintang 4 ya, karena respon dan proses pengiriman... ",4,positif
238,373,"Kualitas produk bagus, tapi pelayanan toko kurang memuaskan, respon lama. Terus paket saya hampir saja diambil orang dengan menunjukan nomor resi yang sama. Padahal yang... ",4,positif
239,374,"kasih bintang 4 dlu lah ngab, masa sim ejektornya gada hadeh, padahal ini baru loh aneh banget.",4,positif
240,375,"kecewa, gk dapet adapter nya.",4,positif
241,376,tuk Dana pengembalian,4,positif
242,377,kualitas bagus,4,positif
243,378,Kualitas barang sesuai ekspektasi. Tapi packagingnya perlu diperbaiki ya. Kardusnya sempet penyok.,4,positif
244,379,Tidak dapat claim samsungcare+ dan claim bonus lainnya padahal sudah mengikuti sesuai instruksinya,4,positif
245,380,barang bagus tapi pengiriman lama banget padahal udah pake next day,4,positif
246,381,barang bagus,4,positif
247,382,barang original semoga awet tanpa kendala... tingkatkan lagi pelayanan yg gercep sekelas brand besar harus sat set sat set,4,positif
248,383,"pengiriman dan pelayanannya kurang baik sekelas official store. barang dan bonus sesuai, untuk Spotify 3 bulan bingung claimnya gimana caranya.",4,positif
249,384,"barang masih segel,pengiriman lambat",4,positif
250,385,"Barang asli dgn warna cakep bgt tp kardus agak penyok, dapat harga sale mayan lah apalagi dapat free traver adaptr ori samsjng, thankyou samsung ofc",4,positif
251,386,"Barang sudah sampai, packing nya aman. kurirnya juga baik. cuma samsung care+ sama spotify nya masih blm bisa diaktifkan. mohon tanggapannya",4,positif
252,387,terima kasih. meskipun saya hampir ketinggalan pesawat gara2 nunggu paketannya. kesalahan sistem pencari driver antara tokopedia dan gojek. sameday alhamdulillaah 3 hari.... ,4,positif
253,388,muantapppppp betul samsung m23,4,positif
254,389,barang original.pengiriman cepat,4,positif
255,390,Mantap,4,positif
256,391,barang cepat sampai sesuai pesanan,4,positif
257,392,"pengemasan dan device aman, bubble wrap tebal + dus, dapat bonus charger 25 w, hanya saja pengiriman dari anteraja sangat lama (4 hari lebih), kedepannya dari pihat penju... ",4,positif
258,393,keren dan bagus barangnya,4,positif
259,394,muantapppppp betul samsung m23,4,positif
260,395,barang original.pengiriman cepat,4,positif
261,396,Mantap,4,positif
262,397,barang cepat sampai sesuai pesanan,4,positif
263,398,"pengemasan dan device aman, bubble wrap tebal + dus, dapat bonus charger 25 w, hanya saja pengiriman dari anteraja sangat lama (4 hari lebih), kedepannya dari pihat penju... ",4,positif
264,399,keren dan bagus barangnya,4,positif
265,26,gambar 9c yg dtg 9a ya sudahlah...,3,netral
266,27,5 hari (3 hari kerja) baru sampai. lama banget kirimnya,3,netral
267,28,"di foto dapet softcase, pas dikomplen, suruh milih gimana ceritanya, barang sesuai cuman GK gitu juga lah jualan",3,netral
268,29,barang bermasalah setelah bbrp hari,3,netral
269,30,kecewa pesen gift yg lengkap minus 1,3,netral
270,31,"sameday sehari sampai, sebelumnya chat tanya stok n promo sesuai keterangan produk, free kartu perdana, cek ternyata gak ada, harus buat video unboxing, lha belanja sejut... ",3,netral
271,32,"Barangnya original 👍. Spesifikasi sesuai . Warna sesuai pesanan. Packaging aman 🙏. .. cuman bungkusan luarnya basah🥺, tp untk HP nya masih aman",3,netral
272,33,"Moga2 aja barangnya awet, semoga",3,netral
273,34,bonusnya kurang 1 wkwk,3,netral
274,85,ada cahaya merah ditengah hp,3,netral
275,86,Thanks...😚,3,netral
276,87,pesen twilight dikirim biru ....,3,netral
277,88,"alhamdulillah, barang sudah sampai dan berfungsi semoga awet",3,netral
278,161,kadang kamera tiba-tiba error,3,netral
279,162,"Barang bagus dan berfungsi baik, ttp respon admin utk mengirim barangnya lambat.",3,netral
280,163,pengirimanya lama,3,netral
281,164,"pengirimannya tiba di hari terakhir estimasi, sempat khawatir, namun akhirnya datang juga",3,netral
282,165,"Tidak bisa pakai TF card , kalo masuk TF card gak bisa operasi , Hang display. sdh coba ganti 3 TF card yg berbeda.",3,netral
283,166,Pengiriman lama. Hampir 1 minggu baru sampai,3,netral
284,167,Pengiriman barang memakai jasa pengiriman yg lambat. Jakarta - Bandung 4 hr,3,netral
285,168,Packing kurang aman,3,netral
286,169,"produknya ori, tp speaker nya bermasalah nih. bs retur ga ya",3,netral
287,170,hp bagus.. yg kurang cuma pelayanan dr admin nya. seperti chat sma robot. admin jg slow respon banget. smoga bisa ditingkatkan,3,netral
288,234,beli di official store berharap pelayanan prima.. tp zonk.. di janjiin kirim sabtu tapi baru diproses kirim senin.. uda gitu kurirnya juga lama bet 🥺🥺,3,netral
289,235,"Respon seller dan barang ok, rekomended. Tapi jangan pake kurir SI CEPAT deh, ga rekomendasi banget, pengiriman lewat 2 hari dari estimasi sampai, journey trackingnya jug... ",3,netral
290,236,respon kurang,3,netral
291,237,"barang👍, kurir 👎 untuk wilayah Kab. Tanah Bumbu, kalse kalau bisa jangan gunakan si Cepat, kurirnya geselin, keterangan di aplikasi paketnya sudah kuterima, tapi paketn... ",3,netral
292,238,"proses dr Xiaomi ke ekspedisinya lama, untuk hpnya bagus untuk harga 1 jutaan",3,netral
293,239,Sedikit kecewa dg pengirimannya yg lama secaraaaa ini official gt kan…..barangnya udah sampe tp blm sy cek krn baru mau balik jlt dr luar kota dan sudah info ke adminnya... ,3,netral
294,240,pengiriman lama,3,netral
295,315,"barang segel resmi dr toko official xiaomi tapi koq packingannya kurang safety, stiker fragile di kotak paket kecil skli, jadi kemungkinan nya pihak ekspedisi, apalagi sa... ",3,netral
296,316,"Lama kirimnya, tidak sesuai ketentuan pengiriman",3,netral
297,317,Pengiriman lama,3,netral
298,318,"barang sudah sampai, tpi kok kga dapet bonusNya ya? apa cuma gimick doang supaya banyak yg beli!!!!",3,netral
299,319,tempat kartu SIM card keras di tekan,3,netral
300,320,kualitas barang bermasalah pelayanan penjual kurang,3,netral
301,321,kualitas barang bermasalah pelayanan penjual kurang,3,netral
302,333,Ada bug pas nyoba tethering yaitu tidak bisa jadi hotspot kalau jaringan di setting 5g. Dan juga pas proses po tidak memuaskan. menunda pengiriman tanpa kompensasi apap... ,3,netral
303,334,zeeb,3,netral
304,335,"barangnya udah bagus banget cuman pengiriman ekspedisinya yang harus di tingkatkan karena udh nyampe di gudang kota saya 2 hari ga di kirim², akhirnya saya ngambil sendir... ",3,netral
305,336,"Secara performa hp ini cukup gahar, RAM dan ROM sangat lega, tidak cepat panas, dan kemampuan charging sangat luar biasa. Satu satunya kelemahan ada pada layar yang baru... ",3,netral
306,337,"Honestly, minus pada kepastian waktu pengiriman, overall untuk spesifikasi dan kualitas produk cukup memuaskan pada saat ini, semoga bisa awet dan tidak mengecewakan pela... ",3,netral
307,338,alhamdulillah sampai juga,3,netral
308,339,barangnya oke tapi pengirimannya lama,3,netral
309,340,"untuk barang ok, hanya pengiriman yg kurang",3,netral
310,341,"untuk perihal imei seharusnya sudah siap sebelum dijual ke publik, jadi tidak menghambat proses PO",3,netral
311,342,"ya ke diapain penjualan yg lama, tapi hp memuaskan",3,netral
312,343,"barangnya segel, cuman hp nya panas ternyata, agak kecewa padahal ada liquid camber apaan itu lah, tapi ternyata suhunya puanas, over all hpnya bagus, cuman ya agak ange... ",3,netral
313,344,"Kualitas Produk: 5 Produk sangat baik, spek sesuai keinginan, dan melebihi ekspektasi soal price to value. Saya rekomen HP ini untuk sesama gamers kompetitif karena punya... ",3,netral
314,345,kualitas barang bermasalah pelayanan penjual kurang,3,netral
