,nama,komentar,rating,kelas
34,Bambang,"Ukuran kaos nya sesuai dgn yg dipesan, sekalipun bahannya agak tipis sesuai dengan harganya , jahitannya rapi",5,Sangat-baik
35,D***y,bahannya bagus..lumayan lah.,5,Sangat-baik
36,P***t,bahannya bagus 👍,5,Sangat-baik
37,Graha,ini baju murah kualitas bagus banget,5,Sangat-baik
38,Hermansyah,top lah,5,Sangat-baik
39,Dedy,"bahan lumayan bagus tp ada 1 brand HB yg lebih worted buat kami,,",5,Sangat-baik
40,Hermansyah,"sesuai pesanan, respon cepat, kualitas bagus",5,Sangat-baik
41,F***a,"Mantul.. bahan, harga, pengiriman, semua top👍",5,Sangat-baik
42,k***a,👍👍👍👍👍,5,Sangat-baik
43,Yamsyar,Bajunya bagus,5,Sangat-baik
44,A***h,joss.......👍👍,5,Sangat-baik
45,S***h,"mantap, bahannya adem, ukuran pas, jahitan rapi, terima kasih, semoga lancar",5,Sangat-baik
46,siswadi,Barang nya bagus.,5,Sangat-baik
47,Irawan,lumayan untuk sehari hari,5,Sangat-baik
48,Christina,"bahan tebal dan adem,bagus kualitasnya",5,Sangat-baik
49,V***i,Kualitas bagus,5,Sangat-baik
50,N***i,Produk spt di foto seller.. what u pay what u get.,4,Baik
51,t***o,👍,4,Baik
52,t***o,👌,4,Baik
53,Fajar,"Agak bingung sih sama sama XL, tapi kok yang satu ke gedean yang satu ke kecilan, ternyata beda merk 😅",4,Baik
54,Geoff,Slow transport,4,Baik
55,Indra,sesuai diskripsi kualitas sesuai harga good job lanjutken,4,Baik
56,M***s,"jahitan, kancing rapih , rekomen nih",4,Baik
57,l***o,"kualitas bagusgan,lumayan tebal,dengan harga yang murah,gak nyesel belinya,oh iya kemarin bagian kerahnya ketarik sedikit masa langsung robek sih,semoga tahanlah satu tah... ",4,Baik
58,Firman,"Harganya oke, tp sayang size S nya kecil bgt, lebih kecil dari size S biasanya, kayanya harus naik 1-2 size",4,Baik
59,m***f,"kualitas lumayan soalnya aga gerah, saya order polos warna hitam size s",4,Baik
60,IPNU,proses pengirimannya cepat bahan lumayan bagus,4,Baik
61,Angger,"@aripraditya28 . 23 OCT 2021 Harga Rp28.900. Pengiriman lama. Jahitan krg rapi. Bahan kain bkn mnyerap kringat. Kualitas sesuai harga. Tinggiku 160, bb 55 pake ukuran M.... ",4,Baik
62,D***i,"ukuran S kecil bgt gak seperti biasanya,, tapi lumayanlah sesuai harga",4,Baik
63,Nurhadi,barang sesuai pesanan...,4,Baik
64,Nur,"packing rapi, pengiriman cepat, produk sesuai harga. sayang ya warna salemnya tdk real pict",4,Baik
65,Betty,Utk M nya kecil. Lbh baik naikin 1 size.,4,Baik
66,Ade,"barang sesuai pesanan , pengiriman lmyan CPT, thx seller sukses sll",4,Baik
67,I***n,pesan 2 ukuran yang xl mantap dan satu lagi yang S tidak ada kancingnya. memang model seperti itu atau cacat barangnya. kalau ndak ada kancingnya jelek dipakai jadinya..,4,Baik
68,K***m,tdk sesuai permintaan mau nya biru benhur dan tosca di kirm abu abu ke dua nya,4,Baik
69,Eny,"kaos nya yg di kirim beda2 merk merk for1 lbh kecil dr yg LJ92 padahal sama ukuran L for1 jahitan lebih rapi dr pd yg LJ92 jahitannya berantakan kwalitas bhan sama bgs,s... ",4,Baik
70,Wendi,"bajunya berbulu, jahitan ada yang salah, sesuai harga",4,Baik
71,r***t,Lumayan buat Gonta ganti sehari hari,4,Baik
72,Andi,"seller responsif, brg sesuai deskripsi, expedisi jelek brg d lempar walau ada org d rmh. Best utk seller nya.",4,Baik
73,Panji,cakep.......,4,Baik
74,D***s,"lumayan, sesuai ma harga 🙏",4,Baik
75,risky,"barang sesuai pesanan dan pas , dan dapet gratis masker... makasih ya... keren 😉",4,Baik
76,M***d,Sesuai Order... Terima Kasih.,4,Baik
77,D***n,good,4,Baik
78,f***n,sesuai dgn pesanan warnanya jg bagus,4,Baik
79,Fifi,lmayan bagus barangnya,4,Baik
80,Alvin,"bagus, warnanya seger keliatannya. bahan standar.",4,Baik
81,ShaDeva,"Barang ok sesuai pesanan, tp responnya lumayan lama bgt yaaa. . saya check out dan payment jam 8 pagi, baru dikirim brgnya sore jam 5an. Itupun setelah ditanya ke chat, m... ",4,Baik
82,Rezvandyo,bagus produknya,4,Baik
83,P***i,kekecilan,4,Baik
84,R***a,suka bangeeet,4,Baik
85,T***i,mantapppp cepattt kurirnya lumayan baik,4,Baik
86,Septiani,Proses cepat Pengiriman cepat Barang sesuai Mantappp,4,Baik
87,Alex,bagus lah....,4,Baik
88,ahmad,udh lama langganan tp ahir ahir ini sangatt slowresp,4,Baik
89,Evelyne,beli 2 kaos ukuran L. 1 produk bahan agaak kasar. ga nyaman di kulit. 1 lagi bahan lembut ukuran L dsini === ukuran M di toko normal,4,Baik
90,Mahardika,Paket datang sesuai pesanana Walaupun murah Tp nyaman dipakai Sesuai harga lah Ukuran pas Thanks,4,Baik
91,Chiro,ada bolong dikit tapi gak apa la untuk harga segitu,4,Baik
92,Alex,bahan oke cuma di bagian kerah agak berudul ujungnya untuk harga segini good lah,4,Baik
93,Agus,lumayan,4,Baik
94,H***i,barang bagus cuma pengiriman lama,4,Baik
95,Johan,respon cepat dan barang sesuai,4,Baik
96,Irvan,"barang sesuai yang di pesan. cuman beda warna beda bahan dan beda merk, tp lumayan buat pake nyantai.",4,Baik
97,Fauzan,Oke,4,Baik
98,F***n,,4,Baik
99,Agustina,,4,Baik
100,Teguh,"Barang bagus. Saran saya untuk pengiriman JNE trucking di tiadakan saja, karena sangat merugikan konsumen. pengiriman 12 hari, padahal estimasi awal cuma 5-6 hari.",3,Biasa
101,Christina,"maaf kasih bintang3,minta kaos yg ada list dikirim tanpa list",3,Biasa
102,K***a,"pesen XL di kirimny L, ga muat donk.....:(",3,Biasa
103,A***i,"barang sesuai ukuran, hanya ukuran M disini lebih kecil dari biasanya jadi tdk bsa dipakai, disarankan kalau butuh ukuran M belinya ukuran L",3,Biasa
104,Fajar,jahitan pada sobek. kurang rapi,3,Biasa
105,Uus,"barang lumayan, hanya slow respon dan pengiriman lamaaaa..",3,Biasa
106,Ahmad,"beli 2 ukuran XXL dan XL, bahan beda merk beda lebih enak bahan yg ukuran XL klo yg XXL kaku dan rada panas",3,Biasa
107,Muhamad,"sdh diterima, mksh...",3,Biasa
108,D***o,yg ukuran M agak beda warna,3,Biasa
109,S***n,Saya biasa size M. Tapi Size-M di toko ini lebih kecil dari biasanya. Disayangkan,3,Biasa
110,Ade,"ukuran lubang lengannya tidak sama ,yg kanan ketat yang kiri normal",3,Biasa
111,Chandra,ditulis merah biasa. yg dikirim malah merah maroon. hadehhh,3,Biasa
112,I***a,Lumayan lah...sesuai harga...thx,3,Biasa
113,St,"pesen 2, niatnya kaos couple gitu😁....eh dapet beda merk, dari kancing keliatan beda nih....Yo wes lah...",3,Biasa
114,Naufal,"Barangnya sih standar sesuai lah sama harganya, tapi yg bikin kecewa ukuran kaos yg kerah polos sama kaos kerah strip berbeda. Yang kerah polos size XL lebar 52 sesuai Y... ",3,Biasa
115,Indra,"Kaosnya lumayan yang putih kalau yang hitam, seperti bau bangkai cicak atau apa gitu",3,Biasa
116,N***o,sip,3,Biasa
117,theyn,sesuai hrga,3,Biasa
118,Reno,Bahan nya panas,3,Biasa
119,saiman,Barang lumayan ....Ok lah.....siip,3,Biasa
120,Wahyudin,Ga asyiik ni.. Pesan beda warna. D kirim double warna,3,Biasa
121,y***s,"Hatur nuhun, sesuai gmbar... Tp ada yg bolong bos.. mhn dicek lagi sblm dikirim.. dan somoga covid-19 cepat hilang di dunia Aamiin.....",3,Biasa
122,Eti,Saya pesan size L dan size L nya kecil. Jadi kalau mau beli mending tambah 1 size.,3,Biasa
123,A***g,"Kualitas cukup baik. Cuman bahanya bukan katun, padahal pas ditanya jawabanya katun. Padahal saya nyari yg bahan katun :(",3,Biasa
124,Sunendi,Biar bintang yg bicara😊,3,Biasa
125,Sufyar,"Produknya biasa2 aja, sesuai dengan harganya ...",3,Biasa
126,K***n,Jahitan kurang (tidak) rapi,3,Biasa
127,Muhammad,"Beli 2 warna putih & hijau tosca size L. Yg putih pas, muat tp yg tosca gak muat lebih kecil n lebih pendek jg.. Kayaknya size L nya utk standard cewek. Sebaiknya leb... ",3,Biasa
128,e***y,"Barang sesuai, packing rapi",3,Biasa
129,Tofa,"bahanya panas , kurang nyerap keringat",3,Biasa
130,H***n,"Order 3, QC kurang teliti saat kirim, jadi produk rusak nya ke kirim ke pembeli",3,Biasa
131,A***a,"Barang yg dikirim cepat sampai pertama beli , tapi pelayanan retur barang nya lama banget .. padahal ongkir akhir pelanggan juga yg nanggung , dr kemarin blg sudah dikiri... ",3,Biasa
132,BTFSA,Bahan nya agak Kaku jd krg nyaman dibadan...List Kerah baju Putih juga salah kirimnya...ada beberapa jahitan yg kurang rapih... Yah untuk harga segitu...mana bisa dapet y... ,3,Biasa
133,tamara,Finishing jahitannya agak berantakan tapi Masih bisa di pakai,3,Biasa
134,Kun,"Produk blm cek, cuma pengiriman lumayan lama",3,Biasa
135,Ario,Tidak perlu komen... Lihat saja biasanya.......,3,Biasa
136,ipul,baranf sudah nyampe gan,3,Biasa
137,SUJADA,Ada bolong kecil dibawah tanda size....sebelum kirim supaya diteliti dulu barangnya,3,Biasa
138,R***i,Ukurannya lebih kecil.,3,Biasa
139,sariadi,"tidak ada logo polonya yang ada Hawaian banana, padahal di judul kaos polo",3,Biasa
140,Admaji,"kualitas kain baik, harga murah,",3,Biasa
141,Yeti,Cukup bagus karena sesuai dengan harga,3,Biasa
142,riduanto,Warna kuning minta 1 di kasih 2 pcs tidak sesuai warna . Minta Warna biru 1pcs ngak di kasih,3,Biasa
143,Eko,Barang sudah sampai..sesuai permintaan..cuma respont lama..,3,Biasa
144,Dian,untuk bahan sih ok tapi sayang di bagian kerahnya sobek 😔,3,Biasa
145,yaser,"Informasi nya masih kurang baik. Setelah di beli baru di info in yang benar. Jahitannya aga kurang rapih, sesuai lah dengan harga. Terima kasih.",3,Biasa
146,Rhuna,"Barang Sesuai harga,,tx",3,Biasa
147,Trifosa,"Ukuran L nya kecil, sama seperti ukuran S standard",3,Biasa
148,Ridho,"Barang sudah sy terima,bahan lembut,tapi sayang ukuran L ternyata ngepres banget😁,jd kelihatan perut buncit sy😂😂,tapi gk apa lh berarti sy sehat hahaha..",3,Biasa
149,SUJADA,Barang dah sampai....tapi ada satu yang bolong /robek dibagian ketek kaya kena mesin jahit,3,Biasa
150,Hengky,Bahannya kurang bagus tidak spt yg disampAikan oleh seller,2,Buruk
151,Anwar,respon lambat,2,Buruk
152,Anwar,yg saya cancel tp ttp di kirim,2,Buruk
153,D***i,"lain kali liat keterangan di kolom yaa, gak harus di catatan .",2,Buruk
154,visca,warnanya ga sama dengan pembelian awal..padahal ini seragam..jadi beda sendiri,2,Buruk
155,N***r,"Kualitas produk memang bagus, sudah beberapa kali pesan mantab dan ontime. Tapi kali ini pengiriman kelewat waktu. pesan hari jumat malam tanggal 29. Baru terkirim stat... ",2,Buruk
156,Rizki,setiap warna brand nya berbeda,2,Buruk
157,Mulyadi,kerah tangan nya pendek sekai,2,Buruk
158,YOSSI,Kaos nya ada yang sobek jahitannya,2,Buruk
159,Aji,Pelayanan sedikit mengecewakan. Barang bagus cuma yah saya gak puas sama pelayanan di sini.,2,Buruk
160,R***y,Size nya malah M semua cuman order 2pcs padahal di keterangannya ada L nya,2,Buruk
161,kiki,"Barang tidak sesuai. Yang datang malah kaos kerah polos warna putih size S, sedangkan yang saya pesan no.39 kaos kerah polos warna biru muda kerah list putih size M",2,Buruk
162,vina,Ud sering belanja disini tapi masih aja kiriman di perhambat lama proses konfirmasinya diomelin cust next oder di toko lain aja yg bisa bilang hari ini ya hari ini kirim... ,2,Buruk
163,D,"Pdhl udh sering beli, makin sini makin ga rapih jaitannya. Jahitan ketiak kanan kiri mengkerut",2,Buruk
164,Vivi,"HATI"" kecewa Warna asli kaos beda dg yg di foto",2,Buruk
165,Dwi,Ada harga ada rupa.....,2,Buruk
166,Nurihsan,"memang harga murah, tapi kecewa juga dengan bahan yang digunakan tidak sesuai",2,Buruk
167,Hanan,Dua2 nya minta ukuran L. Tp setelah di pakai satu nya pas di badan tp satu nya kebesaran... Kok bisa? 😕😕😕 Terus minta warna hitam sama merah maroon yg datang malah war... ,2,Buruk
168,G***a,Warna tidak sesuai yg di pesan,2,Buruk
169,Angga,"Jumlah dan size sesuai, tetapi pilihan warna tidak sesuai request",2,Buruk
170,D,"Beli 2 size M.. Beda ukuran, yg satu M dilabel, yg satu L wlw di label M",2,Buruk
171,Ivan,Ukurannya tidak sesuai standart. Terlalu kecil. Kurang penjelasan di deskripsi tiap ukurannya.,2,Buruk
172,Ahmad,"Kaos yg dikirim tidak sesuai dengan gambar, ditambah yang warna hitam ukurannya lebih sempit padahal sama2 ukuran XL",2,Buruk
173,crystalcell,bhn ny kasarrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,2,Buruk
174,reeva,pesan senin.sampai sabtu..prosesny terlalu lama.padahal sudah di suruh pembatalan ..,2,Buruk
175,yusuf,"Pengiriman lama, dimana mana pake JNE YES itu sehari padahal masih jbodetabek",2,Buruk
176,Kenny,Ukuran yg dikirim salah semua tidak sesuai pesanan,2,Buruk
177,Y***k,Saya membeli 2 kaos polo warna putih dan merah maroon. Ukuran yang saya pesan adalah ukuran M. Dua2nya memang berukuran M. Tapi ukuran M kaos berwarna merah lebih kecil d... ,2,Buruk
178,Yoyada,Dikarenakan saya bru membaca ulasan dri informasi pusat solusi saya jdi tdk bisa mengirimkan produknya..overall good service hanya perlu teliti dalam permintaan customer,2,Buruk
179,Rama,sesuai dengan hrg.........,2,Buruk
180,Marini,Pengiriman tidak sesuai dengan waktu yg ditetapkan.,2,Buruk
181,Chairul,respon yg sangat mengecewakan!,2,Buruk
182,Rustandi,"Ukuran tidak sama, ada yang kekecilan. Padahal saya pesan ukuran yang sama.",2,Buruk
183,Reigen,Bagus..........................,2,Buruk
184,Yuli,"respin cepqt, barang cepat sampai",2,Buruk
185,Syamsul,"tidak rapi jahitannya, packingnya sangat buruk",2,Buruk
186,Sucahyo,bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus ba... ,2,Buruk
187,Maiia,"bagus, sesuai dengan gambat",2,Buruk
188,Dendi,packing rapi dan kreatif.. barang sesuai harga.. tpi lumayan buat sehari2.. thanks buat fast respon nya..,2,Buruk
189,Rudi,"Pelayanan cepat dan sangat memuaskan,,sayang kaos bahan panas",2,Buruk
190,guna,not bad .........................,2,Buruk
191,bolang,"terimakasih, barang sudah sampai",2,Buruk
192,Ursula,"Warna sesuai gambar, bagus, tp bahannya agak kasar, ya sesuai harga lah",2,Buruk
193,iyas,beli yg hijau yg datang pink,1,Sangat-buruk
194,Wawan,yg di minta warna apa ..yg dikirim warna apa....gak sesuai...mana minta transfer ovo LG .. hadew,1,Sangat-buruk
195,Wawan,yg di minta warna apa...yg dikirim warna apa .. hadew...mana minta transfer ovo,1,Sangat-buruk
196,Handy,pelayanan kurang tanggap minta warna jangan disamain eh dikirimnya 3 bh sama semua,1,Sangat-buruk
197,Aris,zong salah warna,1,Sangat-buruk
198,K***M,pesan 4 bayar 4 yang datang hanya 1,1,Sangat-buruk
199,m***n,"assalamualaikum,maaf ya kak knpa paketnya tidak dikirim",1,Sangat-buruk
200,S***n,"Order size L yg nyampe S, trims",1,Sangat-buruk
201,k***k,"saya tanya apa semua size ready, eh tau""nya warna yang saya pilih 1 size gk ready, malah gk bisa di batalin ordernya, terus bajunya isi lebel lagi, gk ccok untuk baju... ",1,Sangat-buruk
202,C***i,untuk pengiriman lumayan cepat,1,Sangat-buruk
203,Agus,"bagus pembelian pertama , gak ada kantong dan lebih tipis,",1,Sangat-buruk
204,Agus,"bagusan yg pembilian per tama ,",1,Sangat-buruk
205,Resia,"Saya pesan warna yg sama untuk ukuran XL dan M, tapi yg datang warnanya berbeda karena merk ukuran XL dan M berbeda, padahal mau dijadikan seragam",1,Sangat-buruk
206,Mahardika,kecewa ukuran M dsini = ukuran S di toko normal,1,Sangat-buruk
207,Hendri,salah satu baju kaos berbau bangkai,1,Sangat-buruk
208,Ayu,"VERRY2 NOT RECOMMENDED SELLER! service yg mengecewakan, order sameday order tgl 6 siang, tgl 8 br diproses itupun stlh komplen di diskusi krn via chatting GAK JELAS! K... ",1,Sangat-buruk
209,I***s,"Tidak sesuai pesanan, jahitan juga kurang rapi",1,Sangat-buruk
210,Munzir,Sangat kecewa,1,Sangat-buruk
211,T***a,saya beli 2x 7 pcs dan 21 pcs.. padahal nomor yg dikasih sama ternyta yg dateng beda padahal udah foto katalog wahhh parah bangett..,1,Sangat-buruk
212,Zonny,Ga sempat kirim balik biar lah gapapa,1,Sangat-buruk
213,Altofa,Ukuran nya kecil dan pengiriman lambat,1,Sangat-buruk
214,Munzir,Makin kesini pelayanan nya kurang bagus,1,Sangat-buruk
215,Raka,Pelayanan tidak memuaskan,1,Sangat-buruk
216,Rosminar,"Maaf kurang sesuai harapan,jahitan kurang rapi,bahan cukup bagus",1,Sangat-buruk
217,Dokter,Tdk sesuai diskripsi.bilang merk polo ternyata yg di kirim merk benana..prises dan pengirimannya lambat bangeeet,1,Sangat-buruk
218,Handy,Kecil banget ukurannya,1,Sangat-buruk
219,Bambang,Yg jual tidak teliti..kapokkkkk...salah size... Beli 4 dapat cuma 3,1,Sangat-buruk
220,Rachmadi,Tidak sesuai dng permintaan,1,Sangat-buruk
221,Meilia,"Pesan putih dan kuning dua. Yg datang putih, kuning dan abu abu. Baca note pembelian saya kalau mau kirim. Di chat katanya ready. Gak jelas banget.",1,Sangat-buruk
222,Johanes,Beli 8 dikirim 4 .di komplen percuma Kefewa berat,1,Sangat-buruk
223,ari,"barang gak masalah pelayanan ny yg masalah pada saat chat katanya barang ada, mesen biru sesuai gambar dikirim dongker sudah diretur tapi tidak mengirimkan barang yg baru... ",1,Sangat-buruk
224,t***u,Paket terlalu lama nyampe....payaaah,1,Sangat-buruk
225,Cyndi,"Estimasi super sangat telat tgl 10 June 2019 , setelah Lebaran , mutu kaos sesuai harga warna real pic No 29, 30 krah list ok serasi paduan",1,Sangat-buruk
226,A***y,respon admin lama dan proses pengiriman barang terlambat sehari meskipun sudha menggunakan fasilitas pengiriman same day dan order masuk sebelum jam 14.00. pengecekan bar... ,1,Sangat-buruk
227,vina,Penjual tidak bertanggung jawab atas kesalahan sendiri krn penjual tidak bisa kirim barang sesui yg disepakati dan malah menyalahkan cust oder masuk jam 1 dibilang lewat... ,1,Sangat-buruk
228,vina,"Hati2 dengan toko ini penipu bilang bisa kirim hari ini tapi nyatanya ga, sblm oder sudah di tanya bisa kirim ga hari ini bilangnya bisa oder sblm jam 3 bisa kirim saya o... ",1,Sangat-buruk
229,Surya,"Yang pesen no.42,yg dtg earna cmpur,pdahal buat seragam",1,Sangat-buruk
230,Kuat,"Jahitan pada jebol, bahan cacat, seharusnya diteliti dulu sebelum kirim",1,Sangat-buruk
231,Ferry,Saya pernah beli 2x kaos disini dalam jumlah agak bynk yang pertama 44pcs dan ke dua kalinya juga 44pcs tapi pengirim yang ke dua kali barangnya ternyata kurang 1pcs sete... ,1,Sangat-buruk
232,Pantja,"Beli 3 macam warna, 2 macam ukuran (S&M) tp yg dikirim hanya 2 macam warna dan 1 ukuran M. Seller tdk respon atas keterangan buyer.Mengecewakan.",1,Sangat-buruk
233,Santi,Kaosnya bolong..... Ga di cek lagi yaaa......,1,Sangat-buruk
234,Erika,bahan panas. beda dengan uniqlo punya. size antar warna berbeda. saya beli yg L putih lebih besar drpd ukuran L cokelat.,1,Sangat-buruk
235,M***t,Sangat kecewa karena barangnya tudak sesuai yg sy pesan tdnya sy pesan biru laut tapi yg dtng tidak sesuai dan sy pesan 4 pcs yg dtng cmn 3 pcs meskipun setelah itu dikir... ,1,Sangat-buruk
236,megawaty,"ada kaos yg bolongnya sangat besar dan tidak bisa di pakai. tolong sebelum di kirim, barangnya di periksa satu per satu.",1,Sangat-buruk
237,Puspa,"Katanya kekurangan mau dikirim,, tp ga dikirim jg. Mau di minta pengembalian dr aplikasi ga bisa.",1,Sangat-buruk
238,Nathan,Jumlah barang yg dikirim tdk sesuai pesanan dan toko tdk bs bertanggung jawab atas kekurangan yg dikirim...,1,Sangat-buruk
239,Miftahul,Produk dikirim tidak sesuai order,1,Sangat-buruk
240,Agnes,"Pesan 3 pc, 2 pc salah warna, kecewa banget soalnya ini buat kasih hadiah lebaran, mau dituker udah mepet waktunya.. sangat ga rekomen seller ini",1,Sangat-buruk
241,Fadlillah,Belanja terburuk selama saya belanja di tokopedia. Ternyata bnyaknya yg sudah beli di toko ini gak menjamin toko ini bagus. Saya pesan baju 3 pcs yg dikirim cuma 1. Di ko... ,1,Sangat-buruk
242,Lucky,"Di keterangan 100% cotton bukan PE, tapi ternyata yg saya terima PE juga",1,Sangat-buruk
