,komentar,rating,label
28,"Baru beli langsung error, katanya harddisk rusak zzz",1,negatif
29,barang tidak sesuai charger tidak sama dan charger tidak bisa di gunakan.saya akan ganti ulasan ini jika ada pertanggung jawaban,1,negatif
30,"Di Deskripsi produk, cacat pemakaian ya, jadi mksudnya cacat pemakaian itu seperti ini loh. saya sempat retur barang pertama karena retak (retak menurut saya ga termasuk... ",1,negatif
31,"Overall bagus, tombol 4 nya agak keras",4,positif
32,Masih belum terbiasa tanpa ms word,4,positif
33,Seller responsif hanya saja kurir yg mengecewakan,4,positif
34,"barangnya gak ada masalah cuma yg jadi masalah itu adminnya, saya minta batalin aja karena kelamaan ngirimnya tapi pengajuan pembatalan malah di tolak dan tetap di kirim... ",4,positif
35,mungkin buble dan packing bs ditingkatkan karena cm lapis buble 2 lapis saja gampang penyok,4,positif
36,pengiriman tidak sesuai yang dijanjikan. kualitas barang oke. Harga relarif murah. barang tersegel dengan aman.,4,positif
37,"barang sesuai, harga bersaing, tapi sayang nggak dapet screen protector",4,positif
38,bagus,4,positif
39,"Persis seperti hp android tapi versi laptop. Cocok untuk kebutuhan belajar-mengajar secara online. Aplikasi Zoom agak berbeda dengan versi cloud, tidak ada anotasi atau... ",4,positif
40,ŕada lama kirim nya,4,positif
41,komplit tanpa ada lecet cuma mash bingung cara pakai nya,4,positif
42,"Produk sesuai, Chromebook kereenn.. cm proses dr penjual agak lama aja.",4,positif
43,"sebelumnya saya cuma mau ngomong bahwa tidak ada masalah dengan toko ini. penjual responsif, barang jg oke sesuai deskripsi. hanya saja, kurir yg saya pakai yaitu a*n*r*j... ",4,positif
44,Perbaikin untuk konsekuensi perihal pengiriman ya kak. Lain2 oke lahh,4,positif
45,,4,positif
46,bingung makainya,3,netral
47,ga dapet free mouse :(,3,netral
48,"admin yg bales chat kurang jujur, kurir blm pickup bilangnya udah. giliran ditanyain jam brp dipickup, gabisa kasi jawaban pasti. utk kondisi laptop untungnya ga knp2. ga... ",3,netral
49,"dikerjain waktu pengiriman gosend, awalnya bilang dikirim sebelum jam 12, tapi ga dikirim juga, saya minta buat kirim besok sekalian karena harus pergi lalu diiyakan, say... ",3,netral
50,"barang pas sampe bergaris² kayanya ketumpuk paketnya krg bagus packingnya biasanya kl dr marketplace lain stlh dbuble wrap tebel masukin lg ke dus packing , alhasil dkomp... ",3,netral
51,kurang informatif,3,netral
52,"secara fungsi kurang bagus, ternyata bukan fungsi laptop, hanya netbook, akibat minimnya informasi awal",3,netral
53,sy kira os ny windows rupanya os android,3,netral
54,"semuanya oke kecuali mouse ngga sesuai deskripsi, ngga ada respon juga pas mau tuker",3,netral
55,Disarankan penjual order pakai packing kayu dan udah sy order TAPI datang malah cuma dikasih buble wrap hitam tipis👎,2,negatif
56,"Hanya bisa buat zoom, Microsoft office word dan Excel tidak ada, mau download ada yang bisa dan ada yang tidak bisa.",2,negatif
57,pelayan sangat buruk 👎,1,negatif
58,"Kirain laptop, ini android seperti laptop Jadi untuk basic Excel dan Word susah gak bisa, Keterangan nya kurang informatif",1,negatif
59,rusak di dalam 24jam,1,negatif
60,"Pelayanan admin nya tidak ramah, saya diminta bayaran tambahan 60k untuk packing kayu karna kalo gak ditambah 60k barang ga bisa dikirim. ternyata pas sampai barangnya ti... ",1,negatif
61,,1,negatif
62,,1,negatif
63,ada bunyi2 di harddisknya..,3,netral
64,"Kacoooo, udh kena ongkir di toped, pas dikirim malah diminta ongkir lagi sm kurir toko 100rb!!!",3,netral
65,Pengiriman sangat sangat Lama. percuma pakai kurir SAMEDAY. masukan aja jangan beli ditoko ini. mendingan yg lain,1,negatif
66,"Sudah Request 3x untuk Faktur Pajak tapi di Ignore oleh seller. Sebelum beli sudah di chat dluan apakah bisa atau tidak, dan di confirm bisa. Tolong Itikad baik nya.",1,negatif
67,"Bundling mousenya gak sesuai merk yg tertulis, selebihnya mantab",4,positif
68,Barang OK tapi packing KURANG ok,4,positif
69,"Agak nyesal sih, karena waktu barang sudah sampai harga turun 200rb",4,positif
70,baru sadar ternyata laptopnya lebar banget btw semuanya bagus dan gak ngeh juga ternyata gak disediain tas,4,positif
71,"sedikit masukan,karena masuk musim hujan kalo bisa di lapisi pastik biar tidak basa kardusnya basah ,untungnya laptopnya kondisi baik,",4,positif
72,Kualitas barang sesuai dengan pesanan namun estimasi pengirimannya tidak sesuai,4,positif
73,"produk ok pengiriman aman, tapi di bagian yg di bilang layar sentuh sedikit misleading",4,positif
74,Harga murah dan rekomendasi buat laptop low budget spek tinggi,4,positif
75,"Mantap, cepet dan sangat menolong pelayanannya, sukses selalu gan 🙏👏👏",4,positif
76,"Dapet barang cacat produksi dibagian layar, sering flicker / kedap-kedip. Komplain seminggu setelah barang diterima (22 Februari 2023) karna baru ketauan. Ditanya baik-b... ",3,netral
77,Beberapa barang bermasalah. Keyboard ada yg mati setelah dipakai 2 bulanan. Ada yg trackpadnya tdk sensitif dan bisa lompat2.,2,negatif
78,"Touchpad laptop kalo disentuh terjadi shaking. bisa diatasi sih pake mouse external, cuma ya produk sedikit cacat.",2,negatif
79,staff atau karyawan ditoko gudang operasionalnya ITC ROXY MAS kurang komunikatif dan belum bisa .mentreatment customer dengan sopan dan ramah. pengiriman barang dari guda... ,2,negatif
80,Kualitas barang bermasalah,1,negatif
81,janjinya mouse Logitech tapi yg dikirim HP. males belanja disini lagi.,1,negatif
82,"Kualitas barang bermasalah, Pelayanan penjual kurang, Kemasan tidak aman",1,negatif
83,beli barang mahal jangan pakai kurir. eh malah di hilangkan .. gagal deh,1,negatif
84,"Packing bagus, aman sampai tujuan, sempat ada kendala di pengiriman barang dimana sudah berhari-hari orderan barang tidak dikirim oleh pihak ekspedisi. ketika nanya ke Seller bilangnya harap sabar, masalahnya laptop harga 9jtan terakhir dipickup sama kurir trs barang gak ada proses pengiriman berhari-hari. sempat was-was takut ilang mana orderan orang lain. tapi Alhamdulillah selamat sampai tujuan. SARAN saya untuk SELLER kalau memang ada kendala dipengiriman bantu Buyer untuk menyelesaikan masalah jangan lepas tanggung jawab, bantu selagi masih bisa.",4,positif
85,tombol shift tidak berfungsi. terpaksa bawa ke service center,1,negatif
86,charger laptop tidak berfungsi. Tidak bisa mengisi daya.,1,negatif
87,pengiriman melewati waktu seharusnya sampai tapi barang aman,4,positif
88,Barang sudh sampe,4,positif
89,"Sangat puas, sesuai dengan spesifikasi, bonusnya lengkap, mantap. Laptop langsung dipakai ngedit 👍🏼. Cuman mesti dicatat bahwa laptop ini berbahan metal, jadi kalau lis... ",4,positif
90,"Barang Overal tidak ada masalah dan Ori, cuma pengiriman agak lama karena ekspedisi yang dipakai.. Untuk kualitas sih sedikit kecewa karena keliatan tidak di QC oleh piha... ",4,positif
91,"Paket sampai dengan aman, sampai saat ini belum ada kendala, sayang ga dapat SSD Samsung",4,positif
92,"overall, cukup puas. cuma sayang packaging nya cuma pakai bubble wrap. sampai saat diterima sih aman. moga2 ga ada masalah di internalnya ke depan. Bonus tas laptop saja.",4,positif
93,"unit sesuai dgn yg ada di foto, original, delivery by gojeg cepat, tks",4,positif
94,barang bagus. fastrapon. pngiriman cepet. cuma kurang bonusnya aja yg gda. ktnya kosong dari acernya,4,positif
95,"oke, barang segel dan sesuai.",4,positif
96,"Seller responsif, pengiriman cepat, laptop sementara berfungsi normal, cuma sayang g dapet ssd samsung...",4,positif
97,"respon seller cepat, tapi ketika minta free bublewarp tidak ti tanggapi, sayangnya dapet ssd merk micron, kecepatan standar, ga seperti ssd merk samsung yang lebih cepat.",4,positif
98,"tidak dapat yg terbaik ssd-nya tapi gapapa bukan rezeki namanya adminnya ada yg ramah banget, ada yg lumayan jutek🙏🏻 Pengirimannya agak mepet ya🙏🏻 At last terimakas... ",4,positif
99,"Barangnya sesuai iklan dan tiba sesuai estimasi, cuma sayangnya sering ngefreeze dan shutdown tiba-tiba",4,positif
100,untuk produk: 1. trackpad miring sebelah meskipun tetap berfungsi dgn baik kata tokonya sih emang modelnya 2. SSD kenceng pol tapi kek gacha kalo hoki dapet yang samsung... ,4,positif
101,"sengaja mesen buble warp 3 lembar, paket malah dibungkus pake trash bag, ga ada buble warp sama sekalipun 🤣 edited: overall semuanya bagus ga kecewa cuma kendala di bubl... ",4,positif
102,"Produk oke, respon seller jg cepat.. cm sayang request nota toko tdk bisa, why ???",3,netral
103,"Agak disesalkan, mengincar laptop ini karena kelebihannya di SSD, kecepatan ssd tidak seperti PCIe gen 4. Padahal konsumen yg lain dapat merk samsung. Tapi malah dapet y... ",3,netral
104,"saya kasih bintang 3, packaging kurang safety tidak ada stiker fragile atau pecah belah dan hnya buble wrap tipis. tertolong laptop nya kondisi nyala. semoga tidak ada... ",3,netral
105,Toko respon dan sangat gercep. Cuma saat saya tanya ada slot kosong utk ssd katanya ada tipenya M2 NVME. Pas mau dipasang di acer center ternyata TDK ADA SLOT KOSONG... b... ,1,negatif
106,"Respon sellernya sih cepet, tapi barangnya mengecewakan. Trackpad tinggi sebelah.. menyisakan rongga antara body dengan trackpad",1,negatif
107,"barang sdh diterima dengan baik, tpi laptop yg dikirim bermasalah kita sebagai konsumen sangat dirugikan, penjual tidak mengecek sebelum dikirim, pas sampai ditangan kon... ",1,negatif
108,terima kasih gan barang sudah mendarat dengan selamat 👍🏻👍🏻 ada beberapa dent yang seperti nya bekas jatuh dan juga ada keyboard yang coak seperti kena rokok.,4,positif
109,"baterainya boros, dan touchpad sering geser sendiri ketika disentuh",4,positif
110,"Puas, barusan barang tiba dan sedang disedang digunakan. Tapi perlu cek beberapa hari ini semoga tetap lancar..",4,positif
111,"Meskipun mundur sehari dari jadwal semula namun tidak apa-apa, aplikasi dan driver masih versi lama, sedang diupgrade sendiri, bintang 4 cukup ya 🙏🏾👍",4,positif
112,"packing memuaskan rapih dan aman, untuk semuanya tidak ada komplain saya suka mantap min 👍🏼",4,positif
113,Kaca kamera ga ada Selebihnya insyaallah aman,4,positif
114,kondisi fisik baik,4,positif
115,"Barang yg dikirim kurang sip,bagian lcd kebuka dan tidak bisa nutup rapet,,stiker thinkpad bagian dalam tidak ada,,penjual responya bagus,,",4,positif
116,"okey, batrainya bertahan 2jam",4,positif
117,"Puas, seller sangat membantu .",4,positif
118,batre nya cuman kuat 1jam yg lain nya sih lancar,4,positif
119,"barang sesuai, semoga awet.",4,positif
120,barang sudah diterima dengan baik hanya kondisi fisiknya saja yang kurang. terimakasih,4,positif
121,"kerennn banget laptopnya, penjualnya juga bagus ramah, santun, & sabar melayani. Setelah laptop datang, Auto langsung saya pakai buat Programing & coding 🤩 Nam... ",4,positif
122,"datengnya ke Semarang cepet sih 2 hari doang, barangnya mulus, ternyata udah backlit keyboard, bisa scroll 2 jari, layarnya bukan pake TN paketnya IPS keren sih jadi mau... ",4,positif
123,keyboard nya banyak yang ketukar😭 harus ditempel bagian keyboardnya,4,positif
124,"Barang bagus, masih mulus walaupun bekas. booting cepet pake SSD storage",4,positif
125,Barangnya dalam kondisi baik,4,positif
126,"Jangan memiliki ekspektasi tinggi, biasa saja ekspektasinya, namanya juga laptop second (mungkin) eks luar negeri... khawatir kecewa...",4,positif
127,performanya mantap.,4,positif
128,barang mulus 95% semua sesuai deskripsi. seller responsif. recommended.,4,positif
129,"Barangnya bagus, respon penjual cepat. Semoga barangnya awet. Terimakasih.",4,positif
130,"Pengiriman cepat, packing mantap, dapet bonus mouse lagi.. Cuma sayangnya bukan tas selempang hehe. Semoga aman2 aja kedepannya dan awet. Edit: ternyata mikrofon gk ja... ",4,positif
131,,4,positif
132,"Packing aman, bagus. Pengiriman hampir 2 minggu, biasanya dengan JNE truk maksimal 1 minggu (sudah lebih dari estimasi di toped sendiri. Pilihan warna tidak disediakan, p... ",3,netral
133,"ada lecet bagian bawah melingkar, semoga laptopnya aman",3,netral
134,"Barangnya bagus kualitas hardwarenya juga, tapi yang jadi masalah adalah OSnya windows 11, seandainya OS bawaannya adalah windows 10 ini bisa lebih baik lagi soalnya seri... ",3,netral
135,"Pengiriman cepat dan paket aman. Tetapi pas buka, segel kotak telah terbuka. Takut juga kalau ada apa”.. Selebihnya bagus dan MS Office aktif. Semoga awet dan admin dapat... ",3,netral
136,"segel sudah terbuka, ada satu huruf keyboard yang bunyi2 ketika ditekan. sudah terlanjur aktivasi office, terima kasih",3,netral
137,Order biru nyampe silver. Yoweslah.,3,netral
138,"admin tdk ramah, bintang 1,",1,negatif
139,"Pesanan gagal dikirimkan, sudah komplain, selesai pusat resolusi tapi sampai saat ini belum ada refund, dr tgl pembelian sudah terhitung 15 hari.. parah sih pelayanan Tok... ",1,negatif
140,"Awalnya sempet ragu karena ada beberapa review yang bilang chargernya rusak. Tapi tetep coba beli dan pas sampe bener aja chargernya gabisa dipake, pas konsultasi malah l... ",1,negatif
141,casan rusak ga bisa dituker. harus nuker sendiri,1,negatif
142,pelayanan sangat buruk laptop datang dlam keadaan layar bengkok/ tidak rapat ketika ditutup ngajuin komplain malah ngebantah dan tidak bertanggung jawab padahal jelas&#34... ,1,negatif
143,,1,negatif
144,,1,negatif
145,,1,negatif
146,lagi melakukan kegiatan download2 tiba tiba layarnya mati sendiri trus nyala sendiri. kenapa kah itu? msndadak banget bkin kaget. pdhl kondisi aman ga ku apa apain. tpi makasih saya ckup puas.,4,positif
147,maaf min masalah nya dari Mimin udah aman tapi dari jasa pengiriman kayak orang Dadan lama banget kalo bisa ilangin aja min jasa same day yang antaraja:),4,positif
148,K = Lumayan P = Bagus T = Keren S = Sesuai G = Ada Sayang Cepat Panas Touchpadnya Berisik Bonusnya Tas 😀😀😄😄 Smoga Awet Buat Tempur Kerja,4,positif
149,"Layar full HD. Kenceng buat gaming 👍. Desainnya keren. tapi sayangnya laptop cepet panas, baru di pakai 30 menitan udah panas banget",4,positif
150,"sesuai harapan dan pengiriman tepat waktu, kekurangan packingan nya hanya buble 1 layer tanpa pakai pelindung lain nya",4,positif
151,Packingan nya tidak safety banget.. hanya 1 lapisan dibagian luar saja. Untung saja laptop nya aman2 saja,4,positif
152,Desainnya keren. Layar full HD. Gampang dibawa-bawa.,4,positif
153,"saya kecewa dengan packing nya, yg tidak sesuai SOP dari kurir yg cuma pake satu lapis buble warp. untuk laptop Alhamdulillah sesuai dengan spek yg ditawarkan",4,positif
154,cepat panas Wei gila nih laptop selain bisa dipakai buat ngetik juga bisa dipakai buat setrikaan,3,netral
155,"adminnya cuek, overall bagus sih",3,netral
156,"mengecewakan sebenernya, free upgrade nya tolong di hapus klo sudah habis promonya, kaya ketipu jadinya, sekelas official store lo ini",2,negatif
157,"Toko yang menyulitkan pelanggan! pembayaran via CC dikenakan charge 3% yang sangat tidak masuk akal. Apabila beli di toko namun settlement di tokped, dipaksa memilih pe... ",1,negatif
158,"berat setelah ditimbang hanya 3,9 kg, dengan packing kardus. tapi di deskripsi dituliskan 12 kg. pengiriman ke riau. alhasil, kena biaya kirim 400rb an.",1,negatif
159,"admin kurang soal pengetahuan laptop, admin kurang responsif, barang baru sampai keyboard tidak berfungsi bahkan on screen keyboard gabisa, tolong berhati2 membeli barang",1,negatif
160,"Pelayanan Tokonya baik tapi Laptop cepat Panas, saat Idle temperature bisa 73 C (nggak di pakai apa2, cuman browsing). pas di pegang di atas keyboardnya panas banget. Moh... ",1,negatif
161,"sesuai deskripsi, sayangnya di foto ada gratis mouse sama tas nya yg datang hanya tas nya",4,positif
162,"barang bagus, harga termasuk ok. sayang pengirimannya lama",4,positif
163,"Barang ok, seller secara umum responsif, kekurangan produk yg dikomitkan Alhamdulillah dikirim, semoga bisa lebih teliti lagi dg komitmen dan pengiriman produk, tks seller",4,positif
164,Barangnya overall bagus cuma gak bisa konek pakai earphone. Udah tanya ke seller cuma jawabannya kurang memuaskan,3,netral
165,pemakaian belum 1 bulan tapi layar redup sendiri,1,negatif
166,"Fast respon dan barang bnib, sy sdh beberapakali belanja di toko ini dan tidak pernah mengecewakan",5,positif
167,"Mantap Jiwa deh pokoknya, aktif ngebalas, dan sellernya ramah",5,positif
168,best cepet banget pesen jam 1 sore jam 5 sampe,5,positif
169,barangnya okee pengiriman jg cepat krn pake instant. sayangnya segel box laptop udah kekupas sedikit dan box penyok (bukan kesalahan kurir) garansi di website apple sisa... ,5,positif
170,"mantulll... pengiriman cepat, ke papua kurang dari 1 minggu. barang aman meski cuma pake bubble wrap. barang ori. chat seller responsif. recomended seller 👍",5,positif
171,"seller fast respond, macbook nya garansi blm jalan packingnya jg aman karna pake packing kayu",5,positif
172,Brg sesuai pesanan 👍🏼,5,positif
173,Barang baru sesuai dengan informasi,5,positif
174,Bagus banget udah 2 buln di pakai gada kendala,5,positif
175,"seller sangat responsif saat ada pertanyaan merupakan nilai plus. Barang mulus, cycle count baru 6 dan masih dapat garansi sampai oktober 2023",5,positif
176,Black peel nya macam di tempel balik hmmmm. Produk minta yg garansi blm aktif tp dikirim yg sudah aktif. Untung produk ok,4,positif
177,Bagus aja,4,positif
178,"Barangnya oke, asli apple MacBook, dicek garansi sesuai tanggal beli, hanya saja pengiriman kurang komunikatif adminnya dan driver grab instannya ganti2 terus sampai beso... ",4,positif
179,"Sesuai deskripsi, terimakasih bonusnya",4,positif
180,"barang sangat bagus, cs juga responsif nanya apa dijawab, cm sebelum membeli saya nanya bonus hardcasenya ada ga, ktnya ada tp ketika sampai cm keyboard cover aja. overal... ",4,positif
181,barang sesuai pesanan dan packing bagus,4,positif
182,"pas pesen, tulisan di etalase nya available yang warna Gold, jadi pesan yang itu. tapi setelah check out, di chat kalo ternyata stock nya ngga ada. jadi diganti ke warna... ",4,positif
183,"walaupun kardus nya penyok dari bawaan tokonya, lumayan lah :) barang oke aman.",4,positif
184,"Barang bagus. Hanya, seller tidak memasang sign fragile di paket, sehingga kurir main lempar dan main ninggalin barang di gerbang tanpa ada konfirmasi, dikiranya batu bat... ",4,positif
185,Baru kali ini beli laptop dan mahal secra online tp bener2 g diragukan toko ini Penjualnya sabaar bener sm pembeli yg awam ini,4,positif
186,1. Box tetap penyok seperti ulasan pembeli yg lain pdhl udah ikutin instruksi 2. Ada tanda seru kuning di website cek serial numbernya (katanya sih gak masalah) 3. Ini si... ,3,netral
187,"Bonusnya belum dikirim,",3,netral
188,,3,netral
189,Komputer tidak orisinil. Komputer sudah aktif saat saya terima paketnya. Setelah dipakai seminggu sering panas dan macet. Kualitas komputernya sangat jelek!Sikap penjual... ,1,negatif
190,Barang Ok.. BNIB Packing bubble warp tebal.. Seller responsive.. Kirim pakai JNE lambat.. 5 hari muter2 di jakarta terus barangnya..,5,positif
191,Barang mulus dan baik min. Cepat hari itu juga sampai. Terbaek,5,positif
192,trusted,5,positif
193,wih barang nya udh sampai cepat,5,positif
194,"Pertama beli iphone disini, trus skg macbook air M1. Happy dan puas bgt. Barang asli ibox, packaging rapi, bubble wrap extra, pengiriman ke Bali cepet dan aman. Admin ger... ",5,positif
195,"toko reckomen,, CS ramah 🙏 laptopnya seperti yg di harapkan.. terima kasih semoga awet..",5,positif
196,"Respon oke barang baru, cuman kalo mw di install free office nya sensasi unboxing nya hilang 🤣 overall bagus rec seller",5,positif
197,"Seller respon cepat bosku, barang ori langsung cek out bosku",5,positif
198,"service nya sangat cepat dan memuaskan, dikasi bonus mouse lagi… thanks ya",5,positif
199,Mantab,5,positif
200,"Admin fast respon kalau mau membeli, setelah membeli agak slow respon. Meminta admin untuk instal office, tetapi ada kendala untuk pswd macbook nya krn berbeda dgn yg dik... ",4,positif
201,"Mantapp langsung beli pakai kurir instan, semuanya mulus dan ori ofc. Admin tokpednya jawabnya gece. Tapi kurangnya cuma di warrantynya aja ko udh jalan dari september ya... ",4,positif
202,"sempet dag dig dug soalnya 3 hari ga gerak barangnya waktu datang ternyata ga di packing kayu jd makin was2 setelah dibuka ada penyok di sudut box, haduhh..moga barang gp... ",4,positif
203,"Packaging baik, respon seller saat berjualan jg baik. Sedikit kecewa dengan pengiriman, dimana diproses baru jam 5 sore, sudah diinfo dari awal kalau kantor tutup jam 5.... ",4,positif
204,Jujur aftersales lama tanggapannya butuh hampir seminggu utk resolve permasalahan mengenai bagaimana nanti saya cara klaim garansi lgsg ke ibox karena tidak dikirimkan in... ,4,positif
205,"box nya penyok, tapi overall bagus",4,positif
206,ga dikasih MS office,4,positif
207,"produknya bagus cuma goldnya gaada, sayang sekali kawan.",4,positif
208,"Bubblewrapnya kurang tebal jadi agak peyok di ujung bungkusnya, kirain ada kardus coklatnya ternyata tidak tapi laptopnya aman berfungsi dengan baik.",4,positif
209,"Barang ori dan BNIB belum dibuka. Packing bubble. Sayang g ada packing kayu. Harga juga termasuk murah. Bagi yg mo beli cash ingat pake debit, jgn kartu kredit biar g ken... ",4,positif
210,"Box rusak sampe ga bisa di buka tutup, agak kecewa karna kalo mo jual lagi pasti bakal susah kalo Non Box.. Tapi untuk barang aman",3,netral
211,"pengirimannya lamaaa banget, melebihi estimasi. Seller kadang tidak membalas pesan huft🥲",3,netral
212,"Penjualan pengiriman baik, kardus unit ada bekas benturan, salah satu kaki unit tidak menapak jadi unit bisa bergetar, CS tidak responsive",3,netral
213,"fungsi normal smua. cma box sayang bgt bnyk peot pdhal produk mahal, bubble nya kurang banyak. smoga diperhatikan lagi untuk packingnya",3,netral
214,"nyampe dengan selamat dan gaada cacat, tapi ga rekomendasi untuk pengiriman instan karna akan dikirim next day",3,netral
215,"Barang asli garansi IBOX, tp pengiriman hrs tunggu 1-2 hari baru di kirim, order dengan packing kayu, tp gak di packing kayu, mungkin biar untung ny lebih gede",3,netral
216,"barangnya murah dan bagus. tapi sempet ada problem pas awal, tapi udah selesai. cuma yang disayangkan saat ada problem sellernya ga respon lagi. cuma di read aja chatnya.... ",3,netral
217,"Barang normal. Ga dapet screen protectornya, iklannya missleading, ganti foto utamanya. biar ga salah paham.",3,netral
218,Barang bagus cuma ada miss informasi dengan penjualnya,3,netral
219,"Pro: Barang ok dan sesuai spek serta pengemasan bagus. Cons: Komunikasi di internal yang harus kurang sehingga pengiriman tertunda dan ada kenaikan harga oleh merchant, p... ",3,netral
220,*dijanjikan screenguard waktu beli. Tapi waktu datang tidak include. Ditanya2 tanggung jawab setelahnya. Mulai cuek2 reply lama. Alasan stok habis. Padahal sebelum pay... ,3,netral
221,produk bagus original,3,netral
222,"Barang bagus, but u need to improve the service because its not a cheap stuff. Aku beli laptop ini gak murah, dateng2 boxnya bujat semua dan skrg laptopnya bermasalah.",2,negatif
223,"Kecewa banget sama pelayanan adminnya. Awalnya bilang stock adanya yang japan, tiba tiba bilang stock ada. Lalu saya minta kirim hari ini, kata seller bisa dan bilang ‘ga... ",2,negatif
224,"Dear owner Toko New Rizkyapple, Saya percaya kalian sdh sangat berpengalaman dalam menghadirkan produk apple, Dilihat dr harga kalian yg mmg sangat bersaing,, Dan kesigap... ",2,negatif
225,"Kalo beli barang mahal mending di toko offline dah, nyesel bgt saya beli di sini, bukan krn sellernya(sellernya responsif & fastres btw), tp karena lg apes dapet prod... ",1,negatif
226,"Belum 10 menit order mau ganti shipping aja ngga boleh. Katanya estimasinya sama dg ekspedisi biasa. Ini pake JNE TRUCKING, 8 hari baru sampai padahal normal 3-4 hari aja... ",1,negatif
227,"Sudah beli bubble wrap tambahan, tetapi tidak ditambahkan oleh admin saat pengiriman. Alasan menambah volume pengiriman Akibatnya unit pesok, yang infonya kesalaham kuri... ",1,negatif
228,"minta sameday tp pengiriman lama, shg sy ambil dg kurir sendiri sangat mengecewakan.",1,negatif
229,"Barang ternyata cacat, bekas tergencet. Saya tidak tau dimana salahnya, yg pasti barang kami terima cacat",1,negatif
230,"sebenarnya masih mau tabayun(ngomong) secara baik-baik ,tentang problem yg saya hadapi ,tapi ketika penjual tidak merespon sama sekali keluhan saya .jadi maaf saya harus... ",1,negatif
231,"Untuk barang oke2 aja, pelayanannya HAHAHA ****",1,negatif
232,"Barang awalnya bagus. Belum 1 bulan ada problem, tidak ada bantuan untuk claim ke apple.",1,negatif
233,"Kualitas produk udah dijamin bagus, performa kencang, desain mewah terupdate, spesifikasinya lumayan, garansi iBox pooll. Tapi sayang, kali ini giliran Saya yg nambah ko... ",4,positif
234,barang bagus cuman dus agak penyok gara gara packing.. overall bagus ya,4,positif
235,"Barang sesuai, Macbook berfungsi dengan baik, paket hanya dipacking dengan bubble wrap sehingga ujung-ujung box tidak rapih, sampai tepat waktu",4,positif
236,Barang original tapi ternyata punyanya Malaysia. Jadi chargernya kaki 3 sementara gapunya adaptor pas unbox udah malem akhirnya gabisa langsung dipake 😭 Sisanya oke sih... ,4,positif
237,"semua sesuai hanya box nya penyok, mungkin jatuh pada saat perjalanan.. thanks.",4,positif
238,respon admin cepat pengiriman lumayan packing tidak sesuai krn tidak pakai packing kayu padahal sudah dibayar jadinya kotaknya penyok2 untung isi dalamnya masih aman,4,positif
239,Protector hukan peruntukannya jd nggak ke pake,4,positif
