,nama,komentar,rating,kelas
43,Suwantun,ty,1,Sangat-buruk
44,Abu,"barang oke tapi judul anda ini loh menipu saya bos, emang salah saya kurang teliti cari toko",1,Sangat-buruk
45,Miyanno,"awalnya ragu ada buyer lain komplain beli pake gift lengkap tapi dapatnya ga lengkap..(malah harganya lebih mahal untuk accesories standar), AKHIRNYA NGERASAIN KEKECEWAAN... ",1,Sangat-buruk
46,Miyanno,Padahal sudah pesat gift lengkap tapi tidak ada softcase Di deskripsi tidak ada keterangan gift harus pilih tidak dapat semua. Pdhal nama varianya gift lengkap lucu aja.... ,1,Sangat-buruk
47,K***k,Beda tipe bonus yg dikirim dgn foto yg ada di toko.,1,Sangat-buruk
48,Z***a,tidak sesui sama pesanan...judulnya tidak jelas dan menjebak pembeli,1,Sangat-buruk
49,A***y,"Pengemasan agak lama, beli yg sama bonus stand hp dikasihnya stand mic dkira buat karoke ap ya 🤣 , bonus casing casingnya ga di kasih, popsocket pun gada kl gt ngapain b... ",1,Sangat-buruk
50,benazir,versi berapa? tidak bisa donlod aplikasi tertentu,1,Sangat-buruk
51,P***a,saya pesen yg 9c bukan 9A hadeeeeeeeeeeeeeeeeeeeeseeeeeeeeeeeeeeeeeee,1,Sangat-buruk
52,Lidy,repacking,1,Sangat-buruk
53,d***e,official kok begini jual barang second tapi disegel ulang,1,Sangat-buruk
54,M***n,BARANG BARU RASA SECOND ALIAS REPACK!!!,1,Sangat-buruk
55,E***y,repack alias barang second baek2 yg beli disini,1,Sangat-buruk
56,M***y,repack garansi ud lewat sebulan,1,Sangat-buruk
57,M***y,repack garansi aktif sebulan ud lewat,1,Sangat-buruk
58,M***y,"kualitas barang sesuai harga. pengiriman lama, 3 hari baru dikirim setelah konfirmasi pemesanan.",1,Sangat-buruk
59,M***y,"katanya ada bonus sofcase, temperglas dll padahal saya sudah ingatkan sebelum pengiriman. 🤪, saya minta dikirim lagi krn itu hak saya loh",1,Sangat-buruk
60,A***l,Ternyata extra bonus nya cuma tipu tipu,1,Sangat-buruk
61,Rae,ini knapa ya keder gua ktnya ada bonus kiranya klo gk ada bonus blng gak ada blang ada mna gak ada sue,1,Sangat-buruk
62,Bahrudin,"BONUS DI GAMBAR TIDAK SESUAI REALITA, BONUS NYA CUMA : TRIPOD , KARTU PERDANA, KANTONG ANTI AIR BONUS YANG PENTING : TAMPERGLASS dan SOFT CASE TIDAK ADA",1,Sangat-buruk
63,D***p,"barang yg datang hanya unit HP, sedangkan gambar yg dipajang ada bonus macam2.",1,Sangat-buruk
64,Arie,"katanya ada bonus sofcase, temperglas dll padahal saya sudah ingatkan sebelum pengiriman. 🤪, saya minta dikirim lagi krn itu hak saya loh",1,Sangat-buruk
65,I***a,Ternyata extra bonus nya cuma tipu tipu,1,Sangat-buruk
66,Rae,ini knapa ya keder gua ktnya ada bonus kiranya klo gk ada bonus blng gak ada blang ada mna gak ada sue,1,Sangat-buruk
67,Bahrudin,"BONUS DI GAMBAR TIDAK SESUAI REALITA, BONUS NYA CUMA : TRIPOD , KARTU PERDANA, KANTONG ANTI AIR BONUS YANG PENTING : TAMPERGLASS dan SOFT CASE TIDAK ADA",1,Sangat-buruk
68,D***p,"barang yg datang hanya unit HP, sedangkan gambar yg dipajang ada bonus macam2.",1,Sangat-buruk
69,Arie,,1,Sangat-buruk
70,I***a,,1,Sangat-buruk
