,komentar,rating,label
168,Packing kurang aman,3,netral
169,"produknya ori, tp speaker nya bermasalah nih. bs retur ga ya",3,netral
170,hp bagus.. yg kurang cuma pelayanan dr admin nya. seperti chat sma robot. admin jg slow respon banget. smoga bisa ditingkatkan,3,netral
171,"pelayanan kurang bagus, pengiriman tidak sesuai dengan yang diharapkan",2,negatif
172,"tidak ramah, dikirim ke Sumatera Selatan tapi buble wrap tipis banget hasilnya dus hp pada penyok, Untung hp nya ngga kenapa²",2,negatif
173,,2,negatif
174,baru pertama kali beli hp online eh yang didapat unit cacat. pergi ke tempat service katanya software nya bermasalah mau gamau harus bayar lagi buat service. hadeh kapok... ,1,negatif
175,"saya sangat menyesal membeli produk ini, karena UI sering ada ilkan, dan asuransi saya tidak bisa diklaim",1,negatif
176,"Pengiriman sangat lama..... komplen tidak di follow up dengan baik, kayak ngobrol ama robot. malah kita yang disuruh cek ke tokopedia. ahirnya bener sih, saya juga yang c... ",1,negatif
177,"barang nya oke, bubble lumayan tebel. TAPIIII.......nyesel banget nyobain SAMEDAY dari PAXEL , hargonya sehari sampai buktinya di pesen tgl 16 malam hari, nyampe nya tang... ",1,negatif
178,,1,negatif
179,"mantap, terima kasih! 👍🏽",5,positif
180,barang sesuai deskripsi. lgsg dipakai anak. mantaplah buat mereka. thanks,5,positif
181,"Barang sampai dengan aman, seller juga responsif 👌 soon semoga order lagi",5,positif
182,👍👍👍👍👍,5,positif
183,barang sesuai diterima dengan baik.,5,positif
184,barang masih disegel dan diberi bubble wrap,5,positif
185,siiiiip 👍👍,5,positif
186,Toppp Aman,5,positif
187,sudah sampai barangnya walau ada trouble sedikit dalam pengiriman,5,positif
188,mantapp,5,positif
189,"proses & pengiriman cepat, terimakasih 🫡",5,positif
190,"Barang datang dengan Keadaan baik, proses pengiriman cepat, bagus mantap. Xiaomi semoga awettttt",5,positif
191,realpik banget masih segel. Terimakasih Xiomi.,5,positif
192,Produk mendarat dengan baik,5,positif
193,Semoga awet,5,positif
194,barang kondisi bagus...masih tersegel rapi.. respon cs bagus...,5,positif
195,"barang ok,segel aman packing rapih",5,positif
196,"Barang msh disegel, kualitas bagus, ORI...",5,positif
197,"hp ny sesuai pesanan , pengiriman cpet dan playanan oke juga .makasii xiaomi official",5,positif
198,sesuai dengan harga,5,positif
199,"barang masih di segel, seller ramaah, barang ori asli dan canggih",5,positif
200,"barangnya bagus, aman, dan berfungsi dengan baik terimakasih seller recommended belanja di sini untuk beli hp datangnya juga cepat. barang berkualitas harga terjangkau... ",5,positif
201,original dan segel terimakasih,5,positif
202,mantab,5,positif
203,nyampe tepat waktu barang bagus masih disegel. te o pe lah. terimakasih,5,positif
204,"Barang segel, bagus, sesuai deskripsi, butuh tambahan micro SD aja sih",5,positif
205,"Barang masih segel, bagus, sesuai deskripsi",5,positif
206,sesuai harga,5,positif
207,┈┉┉┉━━━ ❁﷽❁ ━━━┉┉┉┈,5,positif
208,alhamdulillah sesuai dan pengirimannya cepat walau pakai kurir recomend.si cepat.mksh xiaomi👍,5,positif
209,"barang masih disegel, baru dibuka dan cek layar, karena buat hadiah ke orang. semoga awet ya",5,positif
210,top,5,positif
211,"respon penjual cepat, proses pesan cepat, barang diterima bagus sesuai dengan pesanan, paking rapi dan aman, sampai saat ini barang bagus dan tidak ada kendala",5,positif
212,"Keterlaluan sih pakingnya, hp sekecil ini d paking d dus gede trus isinya burblewrap smua. mantap sih biar aman barangnya. makasih tokped.",5,positif
213,"barangnya hilang di ekspedisi, namun seller bertanggung jawab, klaim saya ditindak lanjuti, saya akan coba beli lagi setelah dana saya dikembalikan beserta dan asuransi y... ",5,positif
214,barang diterima sesuai pesanan,5,positif
215,Nice.. Xiaomi official store fast respon and fast delivery.tks,5,positif
216,"pengiriman cepat, barang sesuai, goodjob",5,positif
217,produk berkualitas tinggi dan sangat bermanfaat buat kehidupan tq,5,positif
218,mantap,5,positif
219,"segel aman , cuman pengiriman nya lama banget",4,positif
220,hmmmmm,4,positif
221,"ga se wow yg ku bayangkan karna pas dipake isi dalemnya display dll jelas beda sama yg smartphone sekelas keliatan jadul, untuk expand ram juga butuh memory card yah baru... ",4,positif
222,Normal office for that price,4,positif
223,barang sesuai pesanan,4,positif
224,Bagus untuk harga segini,4,positif
225,"Alhamdulillah barang nya cepet sampai,packing rapi bagus,ini barang pesenan orang lain. mf ga bisa kirimin Poto nyaa,karna langsung di kasihin, lupa di Poto in",4,positif
226,nggak dapat casing,4,positif
227,barang oke. sesuai dengan harga yang relatif murah,4,positif
228,bagus,4,positif
229,"Alhamdulillah sudah sampai,terima kasih xioami sudah mengeluarkan HP ramah dikantong,kebetulan hp Ayah rusak,jd jodoh disini.",4,positif
230,pengiriman barang agak telat bossku,4,positif
231,Kemasannya harusnya lebih baik lagi.,4,positif
232,pelayanan ramah dan cepat,4,positif
233,,4,positif
234,beli di official store berharap pelayanan prima.. tp zonk.. di janjiin kirim sabtu tapi baru diproses kirim senin.. uda gitu kurirnya juga lama bet 🥺🥺,3,netral
235,"Respon seller dan barang ok, rekomended. Tapi jangan pake kurir SI CEPAT deh, ga rekomendasi banget, pengiriman lewat 2 hari dari estimasi sampai, journey trackingnya jug... ",3,netral
236,respon kurang,3,netral
237,"barang👍, kurir 👎 untuk wilayah Kab. Tanah Bumbu, kalse kalau bisa jangan gunakan si Cepat, kurirnya geselin, keterangan di aplikasi paketnya sudah kuterima, tapi paketn... ",3,netral
238,"proses dr Xiaomi ke ekspedisinya lama, untuk hpnya bagus untuk harga 1 jutaan",3,netral
239,Sedikit kecewa dg pengirimannya yg lama secaraaaa ini official gt kan…..barangnya udah sampe tp blm sy cek krn baru mau balik jlt dr luar kota dan sudah info ke adminnya... ,3,netral
240,pengiriman lama,3,netral
241,hpnya lemot pollll,2,negatif
242,Adminnya tidak ramah dan slow respon,2,negatif
243,"Kurir rekomendasi, masa gatau alamat diem2 aj, nggak ada inisiatif chat atau apa, respon penjual bagus",2,negatif
244,"sayang banget nggak bisa dipake buat aplikasi grab driver gara gara tidak bisa menampilkan aplikasi diatas aplikasi lain, selain itu pelayanan kurang ramah, jawab singkat... ",2,negatif
245,korupsi ongkir,2,negatif
246,,2,negatif
247,pengiriman nya,1,negatif
248,salah ukuran kasihnya padahal sudah dikonfirmasi di chat..,1,negatif
249,paket belum diterima liat dilacak ehh stack di sortir pengirimann ditanya baik² malah suruh komplain dengan entengnya mana komplainnya dah seminggu lebihh sesuai klaim be... ,1,negatif
250,pengirimanya lelet/ lambat payah,1,negatif
251,,1,negatif
252,,1,negatif
253,"Barang original resmi, respon cepat, pengiriman mantab, sesuai pemesanan, mantab pokoknya ✌",5,positif
254,"barang masih disegel dengan baik, handphonenya pun masih baru, kemasannya juga gak ada rusak, handphone nya menyala dengan baik, pokoknya mantap",5,positif
255,Ok,5,positif
256,"Barangnya sesuai pesanan. Mudah2an awet. Packing oke, pengiriman lumayan cepat. Thanks",5,positif
257,"Alhamdulillah paket sampai dengan selamat. keadaan aman, kardus penyok sedikit tapi nggak apa2. Pake pengiriman sameday, mesan jam 12 nyampe jam 8 malam 🥰 HP yang udah d... ",5,positif
258,"packing nya aman dan rapi, semua fitur berfungsi dengan baik 👍",5,positif
259,"barang sampai dengan kondisi baik, fitur fast chragingnya cepat dlm mengisi baterai",5,positif
260,👍👍,5,positif
261,Mantap,5,positif
262,cs na slow respon 👌,5,positif
263,good,5,positif
264,"kedua kali beli smartphone disini, dari 2017 memang favorit banget pake xiaomi dari redmi note 7,redmi note 8, redmi note 10 5G, ini yg terbaru redmi note 12pro 5G. I LO... ",5,positif
265,dr taun 2020 akhirnya upgrade note 9 pro to note 12 pro,5,positif
266,top banget barang original segel garansi ok paking bagus Aman gak kecewa pokok nya,5,positif
267,Xiaomi mantap poll,5,positif
268,barangnya sagat memuaskan.. walau pun pengiriman agak telat,5,positif
269,Official store emg terpercaya.. good recomended seller. puasa banget sama barangnya,5,positif
270,oke..,5,positif
271,"bagus, segel aman, dan respon cepet",5,positif
272,"Barang original, sesuai dengan description. Barang asli. Segel kotak bagus. Kekurangan: pengiriman ditinggal di depan pintu, tanpa bel dan telepon, untung tidak hilang, h... ",5,positif
273,"pengiriman lumayan lama, respon penjual sangat baik dan cepat, kemasan produk aman dan rapi. berfungsi dengan baik.",5,positif
274,"Packing aman, semua fitur bkerja dengan baik, sesuai ekpektasi brngnya, bagus sekali. Terima kasih gan atas produk dan pelayanannya",5,positif
275,"Kualitas barang luar biasa. Main PUBGM sudah bisa Smooth Extreme. Refresh rate 120Hz, bikin nonton dan kerja jadi lebih enak!",5,positif
276,"brg sesuai,fungsi normal,semoga berkah buat cr rejeki",5,positif
277,"Barang bagus tnpa ad kendala,smua berfungsi baik",5,positif
278,"barangnya bagus banget, sesuai ekspektasi cm pengiriman dr pihak xiaomi lelet banget",5,positif
279,"terimakasih,0 bintang buat pengirimannya",5,positif
280,bagussssss cuman pengiriman agak lama,5,positif
281,Pengguna setia xiaomi. Harga murah kualitas dijamin tidak murahan.,5,positif
282,bagus,5,positif
283,Kalo official seller pasti gak diragukan lagi lah...,5,positif
284,mantap dah,5,positif
285,ntapppp,5,positif
286,"Barang segel, berfungsi tanpa kendala, mantap",5,positif
287,"mantap,,,,,👍👍👍",5,positif
288,"barang diterima 15 April, langsung dicoba, dan mantul...",5,positif
289,"barang aman, mulus, admin fast respon, sangat rekomendet",5,positif
290,,5,positif
291,,5,positif
292,,5,positif
293,"Barang Original, Segel, bungkus rapi. pakai bubble warp pastinya aman. cuma chat dibales lama. Redmi Note 12 Pro Spek sesuai deskripsi.",5,positif
294,Lumayan puas dengan xiaomi official store cuma yang sangat saya kecewakan di bagian jasa pengirim paketnya yaitu sicepat pengirimannya lambat banget sampai sampai waktuny... ,5,positif
295,Komunikasi tolong diperbaiki. Slow respon sekali. Utk barang tdk ada masalah. Barang sampaipun sesuai perkiraan.,5,positif
296,"Barang barusan diterima, masih segel jadi saya yakin qualitasnya original Xiaomi. Sebelumnya pakai Mi 9, sampai hari ini berfungsi baik cukup puas. Semoga Xiaomi Redmi No... ",5,positif
297,"barang bagus dapet cashback jg, packing bagus hanya saja pengiriman agak lemot tpi yaa okelaah",5,positif
298,"paket sampai dengan selamat, aman dan segel hanya lama di pengiriman 6 hari baru nyampe pdahal jkt-kbm, dimohon untuk diperhatikan lg kedepannya, Terima kasih👍",5,positif
299,"barang nya sih oke,,, sesuai bgt,,, cuma kendala di pengiriman, sminggu baru nyampe... -_-(",5,positif
300,barang sesuai harga. nggak expect gmn2,5,positif
301,"Barangnya bagus, tapi sayangnya lama sampainya",5,positif
302,"Hanya 1 masukan : ADMIN HARUS FAST RESPON, APALAGI KALO DI CHAT. SELAMA INI ADMIN SANGAT SLOW RESPON. Semoga bisa jadi masukan & ada perubahan.",5,positif
303,Respon menjawab lama dan kurir salah kirim alamat,5,positif
304,"Mantab,...keren,.. top markotob... Walau sebetulnya mau beli yang paket bundling buds 4 pro,... hikss.. Semoga xiaomi kasih saya voucher diskon utk pembelian buds 4 pro.",5,positif
305,"semua ok, kecuali kecepatan respon dalam membalas chat. 🙏",5,positif
306,"barangnya bagus original, cuman proses pesanan nya lama. mohon di tingkatkan lagi. terimakasih",5,positif
307,alat pelepas sim nya ga ada,5,positif
308,top lah redmi sayang msh android 12,5,positif
309,"barang masih segel saat diterima, utuh dan kemasan aman rapi. Respon penjualnya agak selow pas ditanya ttg pengiriman yg tdk update progressnya jawabannya kurang responsi... ",5,positif
310,pengiriman lama,5,positif
311,"barang masih segel sesuai pesanan, cuman seller lambat respon dan lama pengiriman",5,positif
312,original paket aman,5,positif
313,mantul,5,positif
314,,5,positif
315,"barang segel resmi dr toko official xiaomi tapi koq packingannya kurang safety, stiker fragile di kotak paket kecil skli, jadi kemungkinan nya pihak ekspedisi, apalagi sa... ",3,netral
316,"Lama kirimnya, tidak sesuai ketentuan pengiriman",3,netral
317,Pengiriman lama,3,netral
318,"barang sudah sampai, tpi kok kga dapet bonusNya ya? apa cuma gimick doang supaya banyak yg beli!!!!",3,netral
319,tempat kartu SIM card keras di tekan,3,netral
320,,3,netral
321,,3,netral
322,"Pengiriman lama dari sicepat tiba-tiba ganti jadi jne ditengah jalan. Kemasan dus penyok+buble cuma 1, Warna layar kuning, cs tidak kooperatif",2,negatif
323,"beli dengan pengiriman same day tapi 4 hari baru nyampe ,,expedisi ******",2,negatif
324,"Pengiriman lama kesalahan bukan dr pihak ekspedisi tapi dari pihak penjual yg tidak siap mengirim barang, jika tid siap jangan ada pilihan nextday!",2,negatif
325,"Redmi Note seri Pro... 13 april 2023 ""edited"" setelah penggunaan beberapa hari rasa2nya batrainya gampang banget abis pdahal g di pakai game samsek, cuma sesekal... ",2,negatif
326,"+ kualitas produk mantap + sesuai ekspektasi + fast Charging dari 30% gak sampai 30 menit dapat 95% + kelengkapan komplit dapat Charger 67W + Packing aman, ada kardus ta... ",1,negatif
327,"Kecewa ke pelayanan, 3 hari baru dikirim, minta dicancel tidak direspon",1,negatif
328,"MIMPI BURUK Ketika Belanja HP secara online terjadi! Tanggal 04 April 2023 saya pesan dengan jasa kurir PAXEL NextDay. Singkat cerita, paket gak datang-datang, ternyata H... ",1,negatif
